time,ori_x,ori_y,ori_z,dir_x,dir_y,dir_z,gaze_x,gaze_y,gaze_z,gaze_object,pupil_l,pupil_r
483.2778,-0.003101,-0.003176,-0.020407,-0.027924,-0.013931,0.999512,-99999,-99999,-99999,,2.85379,2.666763
483.2892,-0.003101,-0.003176,-0.020407,-0.027924,-0.013931,0.999512,-99999,-99999,-99999,,2.85379,2.666763
483.3,-0.003892,-0.003153,-0.020448,-0.0271,-0.010666,0.999573,-99999,-99999,-99999,,2.852066,2.686996
483.3112,-0.005438,-0.003118,-0.02052,-0.024628,-0.008392,0.999649,-99999,-99999,-99999,,2.866516,2.687363
483.3223,-0.005438,-0.003118,-0.02052,-0.024628,-0.008392,0.999649,-99999,-99999,-99999,,2.866516,2.687363
483.3334,-0.003878,-0.003122,-0.020463,-0.022995,-0.005798,0.99971,-99999,-99999,-99999,,2.866119,2.696274
483.3445,-0.000871,-0.003135,-0.020365,-0.022369,-0.003815,0.999741,-99999,-99999,-99999,,2.86702,2.698502
483.3556,0.000222,-0.003128,-0.020335,-0.018951,-0.004913,0.999802,0.894038,0,-49.65645,Ground,2.903915,2.717316
483.3668,0.000222,-0.003128,-0.020335,-0.018951,-0.004913,0.999802,0.84404,0,-44.22894,Ground,2.903915,2.717316
483.3778,0.001506,-0.003133,-0.0203,-0.016037,-0.003632,0.999863,0.707152,0,-40.21138,Ground,2.869141,2.71846
483.3889,0.002177,-0.00313,-0.020286,-0.015671,-0.002426,0.999863,0.68143,0,-36.11171,Ground,2.87468,2.796738
483.4001,0.002177,-0.00313,-0.020286,-0.015671,-0.002426,0.999863,0.637544,0,-30.69234,Ground,2.87468,2.796738
483.4113,-0.000818,-0.003249,-0.020303,-0.022614,-0.037262,0.999039,0.468402,0,-16.6844,Ground,2.771637,2.739487
483.4223,-0.009864,-0.003426,-0.020594,-0.00441,-0.096283,0.995331,0.092756,0,-9.655474,Ground,2.816406,2.717346
483.4337,-0.017275,-0.00352,-0.021008,-0.037003,-0.148453,0.98822,0.289846,0,-6.802361,Ground,2.879517,2.807007
