time,ori_x,ori_y,ori_z,dir_x,dir_y,dir_z,gaze_x,gaze_y,gaze_z,gaze_object,pupil_l,pupil_r
334.9435,0.030711,0.001983,-0.024999,0.082245,-0.453369,0.887512,-0.038884,0,-0.427549,Ground,3.302734,-1
334.9548,0.030711,0.001983,-0.024999,0.082245,-0.453369,0.887512,-0.046839,0,-0.398735,Ground,3.302734,-1
334.9657,0.030711,0.002005,-0.02519,0.098801,-0.734268,0.671616,-0.046634,0,0.141525,Ground,4.113739,-1
334.9767,0.030746,0.002042,-0.028245,0.096115,-0.606628,0.789139,-0.060377,0,-0.090778,Ground,4.226501,-1
334.9879,0.030746,0.002042,-0.028245,0.096115,-0.606628,0.789139,-0.064463,0,-0.068522,Ground,4.226501,-1
334.999,0.030788,0.002097,-0.031382,0.098465,-0.431778,0.896576,-0.096343,0,-0.337141,Ground,4.150543,-1
335.0102,0.031087,0.002375,-0.025555,0.026154,-0.581772,0.812912,0.0257,0,-0.088116,Ground,4.046112,-1
335.0214,0.031201,0.002302,-0.025604,-0.24118,-0.563294,0.790253,0.406084,0,-0.116167,Ground,4.136993,-1
335.0324,0.031201,0.002302,-0.025604,-0.24118,-0.563294,0.790253,0.404403,0,-0.102238,Ground,4.136993,-1
335.0434,0.031132,0.002092,-0.02615,-0.017807,-0.695465,0.718323,0.110862,0,0.171249,Ground,4.426147,-1
335.0546,0,0,0,0,0,1,-99999,-99999,-99999,,-1,-1
335.0656,0,0,0,0,0,1,-99999,-99999,-99999,,-1,-1
335.0767,0,0,0,0,0,1,-99999,-99999,-99999,,-1,-1
335.0879,0.031316,0.001964,-0.026215,0.015747,-0.593369,0.804764,0.033902,0,0.052125,Ground,3.806198,-1
335.0989,0.031316,0.001964,-0.026215,0.015747,-0.593369,0.804764,0.032034,0,0.068126,Ground,3.806198,-1
335.11,0.031407,0.002127,-0.026956,-0.030594,-0.722076,0.691132,0.133021,0,0.33127,Ground,4.595551,-1
335.1211,0.031444,0.002273,-0.027454,-0.005875,-0.789352,0.613892,0.118055,0,0.521539,Ground,4.765182,-1
335.1323,0.031449,0.002273,-0.027366,-0.01088,-0.652908,0.757355,0.079153,0,0.205986,Ground,4.158051,-1
335.1433,0.031449,0.002273,-0.027366,-0.01088,-0.652908,0.757355,0.077797,0,0.213888,Ground,4.158051,-1
335.1544,0.031263,0.002395,-0.031225,-0.068451,-0.631439,0.772385,0.153346,0,0.170534,Ground,4.771683,-1
335.1656,0.03156,0.002466,-0.027276,-0.109436,-0.56369,0.818695,0.192836,0,0.051068,Ground,4.066666,-1
335.1766,0.03156,0.002466,-0.027276,-0.109436,-0.56369,0.818695,0.192448,0,0.060276,Ground,4.066666,-1
335.1878,0.001165,0.002824,-0.033248,-0.092407,-0.682098,0.725388,0.202237,0,0.297851,Ground,4.066116,4.678818
335.1989,0.001182,0.002766,-0.033136,-0.115448,-0.687653,0.716782,0.239366,0,0.31893,Ground,4.02951,-1
335.21,0.001182,0.002766,-0.033136,-0.115448,-0.687653,0.716782,0.240191,0,0.330558,Ground,4.02951,-1
335.2211,0.001106,0.005633,-0.043048,-0.021286,-0.667221,0.744553,0.095454,0,0.305706,Ground,4.26091,3.774872
335.2323,0.031497,0.00218,-0.026919,0.018677,-0.492035,0.870361,0.003638,0,0.009243,Ground,3.384384,4.441803
335.2435,0.031497,0.00218,-0.026919,0.018677,-0.492035,0.870361,0.005806,0,0.020527,Ground,3.384384,4.441803
335.2545,0.031334,0.002008,-0.028012,-0.052551,-0.649902,0.758179,0.143576,0,0.301447,Ground,4.153458,-1
335.2655,0,0,0,0,0,1,-99999,-99999,-99999,,-1,-1
335.2766,0.031303,0.00181,-0.027978,0.024353,-0.673233,0.739014,0.044751,0,0.388445,Ground,4.518448,-1
335.2878,0.031303,0.00181,-0.027978,0.024353,-0.673233,0.739014,0.048812,0,0.403578,Ground,4.518448,-1
335.2988,0.031309,0.001825,-0.028065,0.031845,-0.700455,0.712967,0.049174,0,0.485578,Ground,4.668289,-1
335.3099,0.000953,0.001089,-0.031186,-0.03186,-0.64119,0.766708,0.130806,0,0.365942,Ground,4.653122,4.869705
335.3211,0.000953,0.001089,-0.031186,-0.03186,-0.64119,0.766708,0.136232,0,0.387495,Ground,4.653122,4.869705
335.3322,0.000975,0.001088,-0.031191,-0.181961,-0.67749,0.712662,0.389018,0,0.482574,Ground,4.65419,5.038788
