time,ori_x,ori_y,ori_z,dir_x,dir_y,dir_z,gaze_x,gaze_y,gaze_z,gaze_object,pupil_l,pupil_r
460.612,0.004655,-0.005047,-0.01801,0.003052,-0.466751,0.884369,-0.197464,0,0.001472,Ground,3.598267,3.656509
460.6235,-0.001263,-0.005144,-0.017728,-0.00296,-0.4664,0.884552,-0.200555,0,-0.007696,Ground,3.622879,3.6203
460.6342,0.001942,-0.005147,-0.017649,-0.004272,-0.463608,0.886017,-0.208502,0,-0.009683,Ground,3.634293,3.61972
460.6454,0.001942,-0.005147,-0.017649,-0.004272,-0.463608,0.886017,-0.211495,0,-0.009943,Ground,3.634293,3.61972
460.6565,0.001173,-0.005119,-0.017794,-0.002228,-0.458908,0.888458,-0.221982,0,-0.006911,Ground,3.597763,3.560379
460.6676,-0.004499,-0.005247,-0.017518,-0.005371,-0.464035,0.885788,-0.216351,0,-0.011738,Ground,3.577133,3.549072
460.6786,-0.004499,-0.005247,-0.017518,-0.005371,-0.464035,0.885788,-0.217624,0,-0.012039,Ground,3.577133,3.549072
460.6897,-0.012717,-0.005395,-0.01715,-0.01123,-0.462677,0.886444,-0.220527,0,-0.020626,Ground,3.601913,3.549561
460.7009,-0.014779,-0.005441,-0.017054,-0.015945,-0.461777,0.886841,-0.221657,0,-0.027199,Ground,3.632675,3.551514
460.712,-0.022642,-0.005565,-0.016736,-0.022293,-0.463593,0.885757,-0.217512,0,-0.036627,Ground,3.644745,3.552399
460.7231,-0.022642,-0.005565,-0.016736,-0.022293,-0.463593,0.885757,-0.215929,0,-0.036994,Ground,3.644745,3.552399
460.7343,-0.027522,-0.005629,-0.016519,-0.028839,-0.465073,0.884781,-0.211772,0,-0.046936,Ground,3.659836,3.548935
460.7453,-0.026804,-0.005631,-0.016529,-0.028442,-0.470383,0.881989,-0.200624,0,-0.047732,Ground,3.633652,3.551987
460.7564,-0.026804,-0.005631,-0.016529,-0.028442,-0.470383,0.881989,-0.198149,0,-0.048729,Ground,3.633652,3.551987
460.7676,-0.023308,-0.00568,-0.016694,-0.022781,-0.462174,0.886475,-0.208401,0,-0.041585,Ground,3.578033,3.551193
460.7786,-0.008448,-0.00552,-0.01741,-0.010452,-0.468155,0.883575,-0.195002,0,-0.026186,Ground,3.5215,3.560547
460.7897,-0.002668,-0.00547,-0.017735,-0.003036,-0.46257,0.886566,-0.200976,0,-0.017113,Ground,3.545883,3.566727
460.8008,-0.002668,-0.00547,-0.017735,-0.003036,-0.46257,0.886566,-0.197986,0,-0.019044,Ground,3.545883,3.566727
460.8119,0.001751,-0.005583,-0.01755,-0.009537,-0.479431,0.877518,-0.168726,0,-0.031607,Ground,3.720383,3.652847
460.823,0.019312,-0.005515,-0.018334,-0.004715,-0.540772,0.841141,-0.06156,0,-0.031906,Ground,3.784302,3.690735
460.8342,0.019312,-0.005515,-0.018334,-0.004715,-0.540772,0.841141,-0.059887,0,-0.034474,Ground,3.784302,3.690735
460.8452,0.031331,-0.005188,-0.019482,0.021515,-0.534027,0.845184,-0.069431,0,0.001546,Ground,3.675842,3.703461
460.8564,0.033029,-0.005154,-0.019489,0.023804,-0.527878,0.848984,-0.079511,0,0.002753,Ground,3.747299,3.703995
460.8677,0.033029,-0.005154,-0.019489,0.023804,-0.527878,0.848984,-0.079807,0,0.000506,Ground,3.747299,3.703995
460.8786,0.031045,-0.005166,-0.01944,0.021317,-0.52475,0.850983,-0.085818,0,-0.005473,Ground,3.708694,3.703659
460.8897,0.01757,-0.005401,-0.018727,0.011063,-0.524429,0.851364,-0.088285,0,-0.022809,Ground,3.710709,3.694153
460.9008,0.01757,-0.005401,-0.018727,0.011063,-0.524429,0.851364,-0.089766,0,-0.025278,Ground,3.710709,3.694153
460.9119,0.01199,-0.005506,-0.01841,0.007339,-0.522171,0.852799,-0.095845,0,-0.033002,Ground,3.71405,3.695709
460.9231,0.007301,-0.005595,-0.018135,0.004791,-0.518448,0.855087,-0.105045,0,-0.039066,Ground,3.713516,3.708054
460.9341,-0.023707,-0.006196,-0.016652,-0.013596,-0.50325,0.864014,-0.134663,0,-0.066821,Ground,3.715088,3.706223
460.9452,-0.023707,-0.006196,-0.016652,-0.013596,-0.50325,0.864014,-0.138594,0,-0.069233,Ground,3.715088,3.706223
460.9565,-0.028773,-0.006294,-0.016417,-0.013855,-0.501541,0.865006,-0.145294,0,-0.071399,Ground,3.734344,3.704102
460.9677,-0.028777,-0.006282,-0.016408,-0.014084,-0.503677,0.86377,-0.144511,0,-0.0737,Ground,3.734665,3.699188
460.9786,-0.028777,-0.006282,-0.016408,-0.014084,-0.503677,0.86377,-0.147225,0,-0.075132,Ground,3.734665,3.699188
460.9897,-0.028816,-0.006282,-0.016394,-0.014694,-0.504349,0.863358,-0.148377,0,-0.077376,Ground,3.703903,3.699921
461.0008,-0.028907,-0.006295,-0.016337,-0.023804,-0.506836,0.861694,-0.14662,0,-0.091322,Ground,3.698196,3.681961
461.0119,-0.028924,-0.006302,-0.016277,-0.015121,-0.511047,0.859406,-0.140991,0,-0.080202,Ground,3.695419,3.709167
461.023,-0.028924,-0.006302,-0.016277,-0.015121,-0.511047,0.859406,-0.143256,0,-0.080657,Ground,3.695419,3.709167
461.0341,-0.028934,-0.006314,-0.01624,-0.009888,-0.519592,0.85434,-0.131128,0,-0.074285,Ground,3.613861,3.711258
461.0452,-0.028936,-0.006409,-0.016182,-0.004257,-0.52124,0.853394,-0.132177,0,-0.067065,Ground,3.69165,3.688141
461.0563,-0.028936,-0.006409,-0.016182,-0.004257,-0.52124,0.853394,-0.138106,0,-0.067577,Ground,3.69165,3.688141
