experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,trial_no,scene,target,response_mode,shift_x,shift_y,shift_z,view_rotation,preview_label,t_starting_pos,standing_y_rotation,target_label,target_pos_x,target_pos_y,target_pos_z,target_euler_x,target_euler_y,target_euler_z,target_bbox_center_x,target_bbox_center_y,target_bbox_center_z,target_bbox_size_x,target_bbox_size_y,target_bbox_size_z,t_scene_preview_start,t_scene_preview_end,t_response_start,t_response_end,response_pos_x_pivot,response_pos_y_pivot,response_pos_z_pivot,response_euler_x,response_euler_y,response_euler_z,tar_error_pos,tar_error_pos_x,tar_error_pos_y,tar_error_pos_z,response_bbox_center_x,response_bbox_center_y,response_bbox_center_z,tar_error_bbox,tar_error_bbox_x,tar_error_bbox_y,tar_error_bbox_z,tar_error_angle,tar_error_euler_x,tar_error_euler_y,tar_error_euler_z,standing_pos_x,standing_pos_y,standing_pos_z,VR_move_location_0,Eye_gaze_location_0
Pilot_Office_object,17,1,1,1,1,26.78238,80.84812,3,O02,O02_L01,object,0,0,0,180,Sushi,34.84423,179.3318,sushi,0.024424,0.523493,-1.377002,359.1866,216.5073,358.2385,0.023787,0.554909,-1.37584,0.503964,0.185142,0.504825,39.972,56.92448,58.93451,79.82626,0.045379,0.533944,-1.346044,359.5424,220.5191,2.584443,0.038817,0.020955,0.010451,0.030959,0.046924,0.56082,-1.346953,0.037479,0.023137,0.005911,0.028887,5.956831,0.355804,4.01181,-355.654,0.033305,1.694022,0.126176,Pilot_Office_object/17/S001/trackers/VR_move_T001.csv,Pilot_Office_object/17/S001/trackers/Eye_gaze_T001.csv
Pilot_Office_object,17,1,2,1,2,81.85843,117.8438,1,O02,O02_L26,object,0,0,0,180,Footstool,85.23496,178.1054,cushion,1.038984,0.001137,-0.711692,1.254726,143.4689,0.540435,1.041459,0.121186,-0.71313,0.77365,0.257415,0.774065,85.74579,97.39665,99.40711,116.8221,1.030538,-0.008862,-0.706074,2.550527,80.3466,357.9688,0.014243,-0.008446,-0.009999,0.005618,1.036516,0.111027,-0.709374,0.011906,-0.004942,-0.010159,0.003756,63.09581,1.295802,-63.1223,357.4284,-0.021032,1.695495,0.108637,Pilot_Office_object/17/S001/trackers/VR_move_T002.csv,Pilot_Office_object/17/S001/trackers/Eye_gaze_T002.csv
Pilot_Office_object,17,1,3,1,3,118.8544,150.9193,4,O02,O02_L09,object,0,0,0,90,Flowers,129.4059,87.06574,flowers,1.650739,0.758584,0.010883,359.0852,152.7474,2.739967,1.662761,1.086827,-0.027271,0.470968,0.663228,0.589821,129.9167,142.0118,144.0221,149.8927,1.685446,0.750692,-0.01516,3.01561,150.776,6.007754,0.044103,0.034707,-0.007893,-0.026043,1.716827,1.071006,-0.064685,0.067626,0.054066,-0.015821,-0.037415,5.499165,-356.0696,-1.971451,3.267787,0.711503,1.670758,0.006001,Pilot_Office_object/17/S001/trackers/VR_move_T003.csv,Pilot_Office_object/17/S001/trackers/Eye_gaze_T003.csv
Pilot_Office_object,17,1,4,1,4,151.93,181.3848,10,O02,O02_L06,object,0,0,0,270,Lamp,157.45,269.7137,desklamp,-1.794875,0.765892,0.397152,355.5128,118.53,358.3776,-1.759872,1.074492,0.504581,0.517692,0.639956,0.658181,157.9609,163.7586,165.769,180.363,-1.751679,0.770008,0.35597,354.1327,95.20171,358.9166,0.059823,0.043196,0.004115,-0.041182,-1.768025,1.077236,0.471497,0.034185,-0.008153,0.002744,-0.033085,23.32604,-1.380127,-23.32832,0.539002,-0.711021,1.719377,0.14621,Pilot_Office_object/17/S001/trackers/VR_move_T004.csv,Pilot_Office_object/17/S001/trackers/Eye_gaze_T004.csv
Pilot_Office_object,17,1,5,1,5,182.3954,198.378,8,O02,O02_L15,object,0,0,0,90,Clock,187.1156,89.92648,tableclock,1.717249,0.741288,-0.381913,356.9992,269.6479,0.111573,1.697608,0.916266,-0.380892,0.237385,0.358919,0.224152,187.6272,190.27,192.2805,197.356,1.724476,0.745588,-0.388819,355.7098,269.0489,0.465064,0.010882,0.007227,0.0043,-0.006906,1.708523,0.919786,-0.388943,0.014011,0.010914,0.00352,-0.00805,1.455323,-1.289337,-0.598999,0.35349,0.891705,1.627514,-0.16435,Pilot_Office_object/17/S001/trackers/VR_move_T005.csv,Pilot_Office_object/17/S001/trackers/Eye_gaze_T005.csv
Pilot_Office_object,17,1,6,1,6,199.3884,219.7247,9,O02,O02_L05,object,0,0,0,0,Telephone,204.864,2.362009,landline,-0.743321,0.696754,1.575369,0,211.359,0,-0.740645,0.79142,1.579673,0.272401,0.189332,0.235766,205.3747,212.0058,214.0161,218.7029,-0.693616,0.713871,1.563229,8.588768,179.6142,358.6563,0.053953,0.049705,0.017117,-0.01214,-0.695783,0.806144,1.55142,0.055024,0.044861,0.014724,-0.028253,32.78664,8.588768,-31.74483,358.6563,-0.465029,1.35849,1.104403,Pilot_Office_object/17/S001/trackers/VR_move_T006.csv,Pilot_Office_object/17/S001/trackers/Eye_gaze_T006.csv
Pilot_Office_object,17,1,7,1,7,220.7249,252.4118,2,O02,O02_L23,object,0,0,0,270,Globe,224.134,267.2205,globe,-1.690767,0.952719,-1.18695,272.2737,97.45389,325.6657,-1.690357,1.158456,-1.180549,0.386225,0.426065,0.381431,224.6449,233.1638,235.174,251.3898,-1.709476,0.942488,-1.175693,272.92,207.0677,234.9469,0.024112,-0.018709,-0.010231,0.011257,-1.719099,1.1481,-1.17548,0.030968,-0.028741,-0.010356,0.005069,19.31175,0.646362,109.6138,-90.71884,-0.505959,1.71959,-0.294211,Pilot_Office_object/17/S001/trackers/VR_move_T007.csv,Pilot_Office_object/17/S001/trackers/Eye_gaze_T007.csv
Pilot_Office_object,17,1,8,1,8,253.4221,276.6459,5,O02,O02_L11,object,0,0,0,270,Cookies,261.2745,273.0139,cookies,-1.527065,0.775583,0.496761,0,36.522,0,-1.527065,0.793719,0.496761,0.274797,0.07267,0.274796,261.7853,265.5618,267.5723,275.6243,-1.517916,0.789875,0.490242,0.02819,41.06961,358.8606,0.018179,0.009149,0.014292,-0.006519,-1.517798,0.809057,0.490145,0.019102,0.009266,0.015338,-0.006616,4.688199,0.02819,4.547611,358.8606,-0.31447,1.741792,0.072775,Pilot_Office_object/17/S001/trackers/VR_move_T008.csv,Pilot_Office_object/17/S001/trackers/Eye_gaze_T008.csv
Pilot_Office_object,17,1,9,1,9,277.6567,294.4722,9,O02,O02_L05,object,0,0,0,0,Telephone,282.6658,2.322059,landline,-0.743321,0.696754,1.575369,0,211.359,0,-0.740645,0.79142,1.579673,0.272401,0.189332,0.235766,283.1767,287.3417,289.352,293.4504,-0.683812,0.701826,1.552298,1.400769,179.7005,358.2115,0.064026,0.059509,0.005072,-0.023072,-0.686809,0.796207,1.553182,0.060191,0.053836,0.004787,-0.026492,31.71601,1.400769,-31.65851,358.2115,-0.475513,1.395323,1.116752,Pilot_Office_object/17/S001/trackers/VR_move_T009.csv,Pilot_Office_object/17/S001/trackers/Eye_gaze_T009.csv
Pilot_Office_object,17,1,10,1,10,295.4828,307.9555,7,O02,O02_L18,object,0,0,0,180,Helicopter,298.0594,180.0921,helicopter,0.582935,0.518954,-1.327039,0,339.398,0,0.527807,0.624263,-1.343417,0.599171,0.211206,0.5392,298.5703,300.4475,302.4577,306.9337,0.597248,0.512885,-1.349619,346.3597,344.1579,358.4055,0.027414,0.014313,-0.006069,-0.02258,0.55064,0.61703,-1.384764,0.047783,0.022833,-0.007233,-0.041347,14.46827,346.3597,4.759888,358.4055,0.165221,1.687941,-0.377796,Pilot_Office_object/17/S001/trackers/VR_move_T010.csv,Pilot_Office_object/17/S001/trackers/Eye_gaze_T010.csv
