experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,trial_no,scene,target,response_mode,shift_x,shift_y,shift_z,view_rotation,preview_label,t_starting_pos,standing_y_rotation,target_label,target_pos_x,target_pos_y,target_pos_z,target_euler_x,target_euler_y,target_euler_z,target_bbox_center_x,target_bbox_center_y,target_bbox_center_z,target_bbox_size_x,target_bbox_size_y,target_bbox_size_z,t_scene_preview_start,t_scene_preview_end,t_response_start,t_response_end,response_pos_x_pivot,response_pos_y_pivot,response_pos_z_pivot,response_euler_x,response_euler_y,response_euler_z,tar_error_pos,tar_error_pos_x,tar_error_pos_y,tar_error_pos_z,tar_error_angle,tar_error_euler_x,tar_error_euler_y,tar_error_euler_z,standing_pos_x,standing_pos_y,standing_pos_z,VR_move_location_0,Eye_gaze_location_0
Pilot_Office_stick,19,4,1,1,1,65.28416,99.49189,2,O02,O02_L23,stick,0,0,0,270,Globe,76.97872,268.8545,globe,-1.690767,0.952719,-1.18695,272.2737,97.45389,325.6657,-1.690357,1.158456,-1.180549,0.386225,0.426065,0.381431,82.21424,86.053,88.06323,98.47016,-1.710608,0.955684,-1.243567,36.75476,210.0404,35.94238,0.060066,-0.01984,0.002965,-0.056617,179.387,-235.5189,112.5865,-289.7234,-1.155075,1.498413,-1.116284,Pilot_Office_stick/19/S004/trackers/VR_move_T001.csv,Pilot_Office_stick/19/S004/trackers/Eye_gaze_T001.csv
Pilot_Office_stick,19,4,2,1,2,100.5025,112.3454,5,O02,O02_L11,stick,0,0,0,270,Cookies,105.0452,268.4175,cookies,-1.527065,0.775583,0.496761,0,36.522,0,-1.527065,0.793719,0.496761,0.274797,0.07267,0.274796,105.556,106.0178,108.0219,111.3206,-1.487375,0.783628,0.479137,22.34828,266.8711,7.361119,0.044165,0.039689,0.008045,-0.017624,132.1934,22.34828,230.3491,7.361119,-1.097576,1.532127,0.288475,Pilot_Office_stick/19/S004/trackers/VR_move_T002.csv,Pilot_Office_stick/19/S004/trackers/Eye_gaze_T002.csv
Pilot_Office_stick,19,4,3,1,3,113.3529,129.1242,1,O02,O02_L26,stick,0,0,0,180,Footstool,117.5624,178.5506,cushion,1.038984,0.001137,-0.711692,1.254726,143.4689,0.540435,1.041459,0.121186,-0.71313,0.77365,0.257415,0.774065,118.0732,119.4505,121.4608,128.1024,1.032654,0.005539,-0.677505,59.68527,126.2822,3.616673,0.035045,-0.00633,0.004402,0.034186,61.22092,58.43054,-17.18669,3.076239,1.04716,0.842021,-0.683453,Pilot_Office_stick/19/S004/trackers/VR_move_T003.csv,Pilot_Office_stick/19/S004/trackers/Eye_gaze_T003.csv
Pilot_Office_stick,19,4,4,1,4,130.135,147.739,4,O02,O02_L09,stick,0,0,0,90,Flowers,136.4879,84.98515,flowers,1.650739,0.758584,0.010883,359.0852,152.7474,2.739967,1.662761,1.086827,-0.027271,0.470968,0.663228,0.589821,136.9988,137.9985,140.0099,146.7171,1.700527,0.745121,0.034734,29.06118,77.15082,0.779419,0.056824,0.049788,-0.013463,0.023851,80.05611,-330.024,-75.59659,-1.960548,1.301947,1.514315,0.049202,Pilot_Office_stick/19/S004/trackers/VR_move_T004.csv,Pilot_Office_stick/19/S004/trackers/Eye_gaze_T004.csv
Pilot_Office_stick,19,4,5,1,5,148.7497,165.5986,6,O02,O02_L03,stick,0,0,0,270,Printer,154.203,269.2656,printer,-1.716147,0.955864,-0.618053,0,90.47899,0,-1.64673,1.03389,-0.618486,0.478432,0.156053,0.427981,154.7139,156.3356,158.3461,164.5767,-1.694497,0.957512,-0.609128,19.10684,240.7816,9.57346,0.023475,0.02165,0.001648,0.008925,149.2401,19.10684,150.3027,9.57346,-1.064047,1.546576,-0.527945,Pilot_Office_stick/19/S004/trackers/VR_move_T005.csv,Pilot_Office_stick/19/S004/trackers/Eye_gaze_T005.csv
Pilot_Office_stick,19,4,6,1,6,166.6094,181.8142,9,O02,O02_L05,stick,0,0,0,0,Telephone,171.3628,1.130705,landline,-0.743321,0.696754,1.575369,0,211.359,0,-0.740645,0.79142,1.579673,0.272401,0.189332,0.235766,171.8736,173.7396,175.75,180.7924,-0.73807,0.704449,1.565399,32.83169,314.7307,12.2718,0.013645,0.005251,0.007694,-0.009971,104.097,32.83169,103.3717,12.2718,-0.558828,1.517935,1.147615,Pilot_Office_stick/19/S004/trackers/VR_move_T006.csv,Pilot_Office_stick/19/S004/trackers/Eye_gaze_T006.csv
Pilot_Office_stick,19,4,7,1,7,182.8249,200.3288,1,O02,O02_L26,stick,0,0,0,180,Footstool,188.6669,182.3591,cushion,1.038984,0.001137,-0.711692,1.254726,143.4689,0.540435,1.041459,0.121186,-0.71313,0.77365,0.257415,0.774065,189.1778,193.3428,195.3531,199.307,1.006417,0.009304,-0.62434,60.20093,121.3601,8.762674,0.093582,-0.032567,0.008167,0.087352,64.61082,58.94621,-22.10876,8.222239,0.9889,0.875644,-0.555798,Pilot_Office_stick/19/S004/trackers/VR_move_T007.csv,Pilot_Office_stick/19/S004/trackers/Eye_gaze_T007.csv
Pilot_Office_stick,19,4,8,1,8,201.3396,220.8539,4,O02,O02_L09,stick,0,0,0,90,Flowers,208.2146,90.42136,flowers,1.650739,0.758584,0.010883,359.0852,152.7474,2.739967,1.662761,1.086827,-0.027271,0.470968,0.663228,0.589821,208.7254,212.4018,214.4121,219.8322,1.695181,0.751591,0.017053,30.7232,92.25578,6.191443,0.04541,0.044442,-0.006994,0.00617,68.4415,-328.362,-60.49162,3.451476,1.327919,1.501413,0.202036,Pilot_Office_stick/19/S004/trackers/VR_move_T008.csv,Pilot_Office_stick/19/S004/trackers/Eye_gaze_T008.csv
Pilot_Office_stick,19,4,9,1,9,221.8646,237.7694,3,O02,O02_L01,stick,0,0,0,180,Sushi,226.8847,182.116,sushi,0.024424,0.523493,-1.377002,359.1866,216.5073,358.2385,0.023787,0.554909,-1.37584,0.503964,0.185142,0.504825,227.3957,228.4286,230.4389,236.7476,0.047099,0.532169,-1.353271,42.57043,173.9646,8.11865,0.033951,0.022675,0.008676,0.023732,63.24269,-316.6162,-42.54269,-350.1198,0.126677,1.418031,-1.138718,Pilot_Office_stick/19/S004/trackers/VR_move_T009.csv,Pilot_Office_stick/19/S004/trackers/Eye_gaze_T009.csv
Pilot_Office_stick,19,4,10,1,10,238.7799,250.342,2,O02,O02_L23,stick,0,0,0,270,Globe,242.5341,273.5398,globe,-1.690767,0.952719,-1.18695,272.2737,97.45389,325.6657,-1.690357,1.158456,-1.180549,0.386225,0.426065,0.381431,243.0449,243.6886,245.6995,249.3203,-1.686199,0.95701,-1.21338,19.17435,223.1912,13.43573,0.027163,0.004568,0.004291,-0.02643,174.7983,-253.0993,125.7373,-312.23,-1.109288,1.556791,-0.915295,Pilot_Office_stick/19/S004/trackers/VR_move_T010.csv,Pilot_Office_stick/19/S004/trackers/Eye_gaze_T010.csv
