time,ori_x,ori_y,ori_z,dir_x,dir_y,dir_z,gaze_x,gaze_y,gaze_z,gaze_object,pupil_l,pupil_r
535.4338,-0.026652,0.000133,-0.017331,0.44104,0.038269,0.896668,-18.72867,0,34.71431,Ground,3.018066,2.889587
535.4451,-0.024829,0.000156,-0.017571,0.438202,0.03772,0.898071,-17.83722,0,33.25471,Ground,2.954315,2.872406
535.456,-0.02818,0.00006,-0.017346,0.427658,0.023026,0.903641,-12.84193,0,23.53846,Ground,3.042389,2.706131
535.4671,-0.02818,0.00006,-0.017346,0.427658,0.023026,0.903641,-12.3674,0,22.84267,Ground,3.042389,2.706131
535.4782,-0.02806,-0.000007,-0.017032,0.430679,0.045059,0.901367,-18.21862,0,34.18781,Ground,3.069229,2.967926
535.4893,-0.02662,0.000417,-0.018415,0.399506,0.027542,0.916306,-12.32443,0,21.26827,Ground,3.090057,2.851059
535.5004,-0.019718,0.000535,-0.018612,0.386749,0.034592,0.921524,-13.161,0,21.9421,Ground,3.044754,2.96077
535.5115,-0.019718,0.000535,-0.018612,0.386749,0.034592,0.921524,-12.54562,0,20.80007,Ground,3.044754,2.96077
535.5226,-0.017326,0.000479,-0.018406,0.386627,0.043915,0.921173,-14.33733,0,23.5708,Ground,2.912598,2.805862
535.5337,-0.020667,0.00034,-0.018092,0.387558,0.047287,0.920624,-15.1655,0,24.76189,Ground,2.958435,2.766678
535.5447,-0.020667,0.00034,-0.018092,0.387558,0.047287,0.920624,-15.4547,0,24.89101,Ground,2.958435,2.766678
535.5561,-0.021349,0.000421,-0.018283,0.382935,0.05127,0.922333,-17.10927,0,26.85762,Ground,2.976776,2.875366
535.567,-0.009743,0.000648,-0.01874,0.38057,0.055405,0.92308,-19.50697,0,29.91391,Ground,2.926651,2.805466
535.5781,-0.009743,0.000648,-0.01874,0.38057,0.055405,0.92308,-20.73655,0,31.15856,Ground,2.926651,2.805466
535.5892,0.000268,0.000737,-0.018871,0.393677,0.053604,0.917679,-21.16397,0,32.18216,Ground,2.971893,2.758652
535.6003,-0.006408,0.000773,-0.019039,0.391235,0.053864,0.918701,-23.81052,0,35.13934,Ground,3.015625,2.802887
535.6115,-0.014349,0.000587,-0.018616,0.404877,0.050369,0.912964,-24.01397,0,35.62155,Ground,3.053757,2.875443
535.6225,-0.014349,0.000587,-0.018616,0.404877,0.050369,0.912964,-26.34527,0,37.86499,Ground,3.053757,2.875443
535.6337,-0.018374,0.000052,-0.016811,0.444473,0.059219,0.893814,-99999,-99999,-99999,,3.03421,2.998993
535.6447,-0.017667,0.00008,-0.016911,0.456711,0.045731,0.888428,-25.90323,0,39.26644,Ground,3.105469,3.06279
535.656,-0.017667,0.00008,-0.016911,0.456711,0.045731,0.888428,-26.77618,0,38.99353,Ground,3.105469,3.06279
535.6669,-0.019544,0.000454,-0.01833,0.440094,0.038651,0.89711,-22.50317,0,30.18204,Ground,3.039032,2.972122
535.678,-0.024877,0.000273,-0.017628,0.471466,0.043457,0.880798,-25.60436,0,35.38474,Ground,3.089706,2.977432
535.6893,-0.024877,0.000273,-0.017628,0.471466,0.043457,0.880798,-26.56313,0,35.03412,Ground,3.089706,2.977432
535.7003,-0.023219,0.000728,-0.018789,0.425217,0.045502,0.903946,-29.23657,0,32.99588,Ground,3.038773,2.965897
535.7114,-0.027873,-0.000411,-0.013262,0.427765,0.070328,0.901138,-99999,-99999,-99999,,3.102432,3.010834
535.7225,0.030513,0.001092,-0.018577,0.257584,0.116104,0.959244,-99999,-99999,-99999,,2.951843,3.278625
535.7336,0.030513,0.001092,-0.018577,0.257584,0.116104,0.959244,-99999,-99999,-99999,,2.951843,3.278625
535.7448,0.031059,0.001272,-0.018847,0.2052,0.190704,0.959946,-99999,-99999,-99999,,3.336929,3.462067
535.7559,0,0,0,0,0,1,-99999,-99999,-99999,,2.951538,3.782547
535.767,0,0,0,0,0,1,-99999,-99999,-99999,,2.951538,3.782547
535.7781,0.031518,0.000603,-0.016776,0.126373,-0.233276,0.964157,-4.561524,0,1.496405,Ground,4.117188,4.318832
535.7891,0.031973,0.000959,-0.01749,0.041489,-0.29921,0.953278,-3.860972,0,0.7597,Ground,4.172272,4.274231
535.8004,0,0,0,0,0,1,-99999,-99999,-99999,,4.041885,3.829788
535.8113,0,0,0,0,0,1,-99999,-99999,-99999,,4.041885,3.829788
535.8224,-0.026165,0.000051,-0.016526,0.018738,-0.095673,0.995224,-8.84017,0,0.731328,Ground,4.136246,3.464798
535.8336,-0.026095,-0.000096,-0.014553,-0.03775,-0.184769,0.98204,-5.851277,0,-0.086016,Ground,4.843384,3.232559
535.8447,-0.026095,-0.000096,-0.014553,-0.03775,-0.184769,0.98204,-5.8677,0,-0.293745,Ground,4.843384,3.232559
535.8558,0.032929,0.000933,-0.017613,-0.104981,-0.176331,0.978714,-6.015802,0,-0.930372,Ground,3.42395,3.081314
535.8669,0,0,0,0,0,1,-99999,-99999,-99999,,3.111465,-1
535.878,0,0,0,0,0,1,-99999,-99999,-99999,,3.131836,1.98056
535.8892,0,0,0,0,0,1,-99999,-99999,-99999,,3.131836,1.98056
535.9002,0,0,0,0,0,1,-99999,-99999,-99999,,2.923187,3.488861
535.9113,0.034134,0.002465,-0.022989,-0.335602,0.152741,0.929535,-99999,-99999,-99999,,2.612549,4.086868
535.9224,0.034134,0.002465,-0.022989,-0.335602,0.152741,0.929535,-99999,-99999,-99999,,2.612549,4.086868
535.9336,0.03398,0.001569,-0.019852,-0.448746,0.165817,0.878128,-99999,-99999,-99999,,3.001312,3.24971
535.9447,0.034347,0.002018,-0.02203,-0.440262,0.145905,0.885925,-99999,-99999,-99999,,3.02124,3.28714
535.9558,0.034347,0.002018,-0.02203,-0.440262,0.145905,0.885925,-99999,-99999,-99999,,3.02124,3.28714
535.9668,0.034538,0.001918,-0.022275,-0.482208,0.124435,0.867157,-99999,-99999,-99999,,2.961624,3.119034
535.9778,0.034683,0.001838,-0.022756,-0.527832,0.095779,0.843918,-99999,-99999,-99999,,3.11377,3.226776
535.9891,0.034683,0.001838,-0.022756,-0.527832,0.095779,0.843918,-99999,-99999,-99999,,3.11377,3.226776
536.0002,0.034859,0.001959,-0.023775,-0.539887,0.061646,0.839462,-22.32735,0,-46.256,Ground,2.989456,3.343216
536.0112,0.034583,0.001807,-0.02362,-0.562225,0.052307,0.825317,-13.50067,0,-33.39831,Ground,3.057678,3.254379
536.0224,0.033172,0.001695,-0.02282,-0.518997,0.061401,0.852554,-16.5505,0,-39.87325,Ground,2.944077,3.20015
536.0334,0.033172,0.001695,-0.02282,-0.518997,0.061401,0.852554,-14.06488,0,-38.12206,Ground,2.944077,3.20015
536.0447,0.033544,0.001695,-0.022502,-0.465607,0.0784,0.8815,-99999,-99999,-99999,,2.827194,3.148575
536.0557,0.033774,0.001653,-0.022021,-0.400147,0.070221,0.913742,-21.36456,0,-49.6148,Ground,2.910309,3.268661
536.067,0.033774,0.001653,-0.022021,-0.400147,0.070221,0.913742,-17.87345,0,-46.32279,Ground,2.910309,3.268661
536.0779,0.033892,0.001685,-0.021998,-0.379395,0.062058,0.923142,-12.97904,0,-35.05592,Ground,2.913544,3.166672
536.0891,0.022927,0.001533,-0.021454,-0.33165,0.076324,0.940292,-99999,-99999,-99999,,2.969971,3.033127
536.1001,0.022927,0.001533,-0.021454,-0.33165,0.076324,0.940292,-14.71267,0,-43.03293,Ground,2.969971,3.033127
536.1112,0.026825,0.00143,-0.020911,-0.295715,0.088226,0.951187,-99999,-99999,-99999,,2.97673,3.027618
536.1224,0.031417,0.001363,-0.020352,-0.26033,0.096863,0.960632,-99999,-99999,-99999,,2.980667,3.13475
536.1335,0.032193,0.001245,-0.019803,-0.211655,0.096039,0.972611,-99999,-99999,-99999,,2.974869,3.115372
536.1445,0.032193,0.001245,-0.019803,-0.211655,0.096039,0.972611,-99999,-99999,-99999,,2.974869,3.115372
536.1557,0.031465,0.001164,-0.019417,-0.167633,0.109757,0.979706,-99999,-99999,-99999,,2.938522,3.20314
536.1671,0.030609,0.001215,-0.019358,-0.182892,0.112717,0.976639,-99999,-99999,-99999,,3.040649,3.19957
