time,ori_x,ori_y,ori_z,dir_x,dir_y,dir_z,gaze_x,gaze_y,gaze_z,gaze_object,pupil_l,pupil_r
553.639,0.012001,0.003545,-0.032294,0.181809,-0.03566,0.982681,42.38998,0,-15.76432,Ground,2.65419,3.070099
553.6504,0.012001,0.003545,-0.032294,0.181809,-0.03566,0.982681,43.33454,0,-15.99053,Ground,2.65419,3.070099
553.6614,0.012641,0.00356,-0.032386,0.188782,-0.036255,0.981339,43.28974,0,-16.19437,Ground,2.654587,3.043228
553.6724,0.010458,0.003486,-0.032121,0.184647,-0.043045,0.981857,37.59332,0,-13.78597,Ground,2.592636,2.912582
553.6835,0.010458,0.003486,-0.032121,0.184647,-0.043045,0.981857,38.14285,0,-13.86643,Ground,2.592636,2.912582
553.6945,-0.007965,0.00333,-0.030758,0.108261,-0.037216,0.993424,-99999,-99999,-99999,,2.733292,2.993805
553.7057,-0.001874,0.003247,-0.030935,0.097351,-0.056137,0.993652,32.92791,0,-8.584563,Ground,2.723175,3.037827
553.7169,0.003809,0.003243,-0.031288,0.099686,-0.056839,0.993378,32.74186,0,-8.507339,Ground,2.737,3.00415
553.7279,0.003809,0.003243,-0.031288,0.099686,-0.056839,0.993378,33.14591,0,-8.499509,Ground,2.737,3.00415
553.74,0.006936,0.003253,-0.031514,0.101654,-0.058289,0.993103,32.46415,0,-8.280525,Ground,2.723572,3.017303
553.7501,0.012151,0.003332,-0.032095,0.101105,-0.051773,0.993515,37.64497,0,-9.436174,Ground,2.724243,3.110031
553.7612,0.012151,0.003332,-0.032095,0.101105,-0.051773,0.993515,38.0083,0,-9.390635,Ground,2.724243,3.110031
553.7724,0.005331,0.003359,-0.031781,0.101914,-0.057861,0.993103,33.55285,0,-8.201532,Ground,2.692673,2.997757
553.7834,0.00262,0.003396,-0.03174,0.107163,-0.061035,0.992355,31.47676,0,-7.752324,Ground,2.659576,3.130844
553.7944,0.00262,0.003396,-0.03174,0.107163,-0.061035,0.992355,31.70073,0,-7.692338,Ground,2.659576,3.130844
