experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,trial_no,scene,target,response_mode,shift_x,shift_y,shift_z,view_rotation,preview_label,t_starting_pos,standing_y_rotation,target_label,target_pos_x,target_pos_y,target_pos_z,target_euler_x,target_euler_y,target_euler_z,target_bbox_center_x,target_bbox_center_y,target_bbox_center_z,target_bbox_size_x,target_bbox_size_y,target_bbox_size_z,t_scene_preview_start,t_scene_preview_end,t_response_start,t_response_end,response_pos_x_pivot,response_pos_y_pivot,response_pos_z_pivot,response_euler_x,response_euler_y,response_euler_z,tar_error_pos,tar_error_pos_x,tar_error_pos_y,tar_error_pos_z,response_bbox_center_x,response_bbox_center_y,response_bbox_center_z,tar_error_bbox,tar_error_bbox_x,tar_error_bbox_y,tar_error_bbox_z,tar_error_angle,tar_error_euler_x,tar_error_euler_y,tar_error_euler_z,standing_pos_x,standing_pos_y,standing_pos_z,VR_move_location_0,Eye_gaze_location_0
Pilot_Office_object,14,1,1,1,1,17.77374,46.66682,4,O02,O02_L09,object,0,0,0,90,Flowers,25.65307,89.65279,flowers,1.650739,0.758584,0.010883,359.0852,152.7474,2.739967,1.662761,1.086827,-0.027271,0.470968,0.663228,0.589821,31.03274,33.09444,35.10487,45.6449,1.699581,0.726177,0.026696,359.4981,152.2416,4.072603,0.060711,0.048842,-0.032407,0.015813,1.714656,1.052342,-0.009662,0.064749,0.051895,-0.034485,0.017609,1.477739,0.412903,-0.505798,1.332635,0.450546,1.50094,-0.005841,Pilot_Office_object/14/S001/trackers/VR_move_T001.csv,Pilot_Office_object/14/S001/trackers/Eye_gaze_T001.csv
Pilot_Office_object,14,1,2,1,2,47.67743,63.55991,9,O02,O02_L05,object,0,0,0,0,Telephone,50.39857,353.7566,landline,-0.743321,0.696754,1.575369,0,211.359,0,-0.740645,0.79142,1.579673,0.272401,0.189332,0.235766,50.90944,52.26448,54.27479,62.53801,-0.715136,0.702101,1.555636,2.083618,220.9651,0.390255,0.03482,0.028186,0.005347,-0.019733,-0.714909,0.796385,1.554146,0.036587,0.025735,0.004965,-0.025527,9.829641,2.083618,9.606064,0.390255,-0.384671,1.452379,0.749286,Pilot_Office_object/14/S001/trackers/VR_move_T002.csv,Pilot_Office_object/14/S001/trackers/Eye_gaze_T002.csv
Pilot_Office_object,14,1,3,1,3,64.57053,92.0816,10,O02,O02_L06,object,0,0,0,270,Lamp,69.72403,271.3615,desklamp,-1.794875,0.765892,0.397152,355.5128,118.53,358.3776,-1.759872,1.074492,0.504581,0.517692,0.639956,0.658181,70.23498,73.06734,75.0777,91.07125,-1.750341,0.786355,0.403307,0.803841,113.0985,1.464469,0.049395,0.044534,0.020463,0.006154,-1.697958,1.09144,0.516958,0.065374,0.061914,0.016948,0.012377,8.118631,-354.709,-5.431519,-356.9131,-0.150818,1.512934,0.093974,Pilot_Office_object/14/S001/trackers/VR_move_T003.csv,Pilot_Office_object/14/S001/trackers/Eye_gaze_T003.csv
Pilot_Office_object,14,1,4,1,4,93.0924,106.3204,5,O02,O02_L11,object,0,0,0,270,Cookies,95.00266,265.0598,cookies,-1.527065,0.775583,0.496761,0,36.522,0,-1.527065,0.793719,0.496761,0.274797,0.07267,0.274796,95.5136,96.79102,98.80127,105.2987,-1.535616,0.781832,0.496123,0.556544,61.33639,359.7256,0.01061,-0.008551,0.006249,-0.000638,-1.535533,0.799966,0.496126,0.010542,-0.008468,0.006246,-0.000635,24.82339,0.556544,24.8144,359.7256,-0.589541,1.492971,0.17722,Pilot_Office_object/14/S001/trackers/VR_move_T004.csv,Pilot_Office_object/14/S001/trackers/Eye_gaze_T004.csv
Pilot_Office_object,14,1,5,1,5,107.331,128.3891,1,O02,O02_L26,object,0,0,0,180,Footstool,109.4969,175.5671,cushion,1.038984,0.001137,-0.711692,1.254726,143.4689,0.540435,1.041459,0.121186,-0.71313,0.77365,0.257415,0.774065,110.0077,112.0958,114.1061,127.3673,1.045302,-0.018296,-0.658611,2.899973,142.2802,0.224038,0.056878,0.006319,-0.019433,0.053081,1.049391,0.101632,-0.663129,0.054271,0.007932,-0.019554,0.050001,2.047858,1.645247,-1.188721,-0.316397,0.032601,1.465018,0.176702,Pilot_Office_object/14/S001/trackers/VR_move_T005.csv,Pilot_Office_object/14/S001/trackers/Eye_gaze_T005.csv
Pilot_Office_object,14,1,6,1,6,129.3998,152.3684,6,O02,O02_L03,object,0,0,0,270,Printer,132.7208,280.1402,printer,-1.716147,0.955864,-0.618053,0,90.47899,0,-1.64673,1.03389,-0.618486,0.478432,0.156053,0.427981,133.2316,136.3195,138.3297,151.3466,-1.680221,0.96783,-0.613333,4.0617,84.38685,2.014108,0.038159,0.035926,0.011966,0.00472,-1.614882,1.04195,-0.60502,0.035505,0.031848,0.00806,0.013466,7.649592,4.0617,-6.09214,2.014108,0.044056,1.5297,0.084612,Pilot_Office_object/14/S001/trackers/VR_move_T006.csv,Pilot_Office_object/14/S001/trackers/Eye_gaze_T006.csv
Pilot_Office_object,14,1,7,1,7,153.379,174.7149,3,O02,O02_L01,object,0,0,0,180,Sushi,157.3664,178.1072,sushi,0.024424,0.523493,-1.377002,359.1866,216.5073,358.2385,0.023787,0.554909,-1.37584,0.503964,0.185142,0.504825,157.8772,159.3768,161.3871,173.6932,0.031449,0.524056,-1.346054,356.6333,205.452,357.1572,0.031741,0.007025,0.000562,0.030948,0.030683,0.554893,-1.343147,0.033413,0.006896,-0.000016,0.032693,11.43476,-2.553284,-11.05528,-1.081238,-0.009672,1.494934,0.200388,Pilot_Office_object/14/S001/trackers/VR_move_T007.csv,Pilot_Office_object/14/S001/trackers/Eye_gaze_T007.csv
Pilot_Office_object,14,1,8,1,8,175.7256,191.6524,5,O02,O02_L11,object,0,0,0,270,Cookies,178.8465,277.4699,cookies,-1.527065,0.775583,0.496761,0,36.522,0,-1.527065,0.793719,0.496761,0.274797,0.07267,0.274796,179.3467,181.8343,183.8445,190.6308,-1.519255,0.785623,0.496423,358.9425,16.5343,0.873439,0.012725,0.00781,0.01004,-0.000337,-1.519407,0.802155,0.496321,0.011402,0.007658,0.008436,-0.000439,20.02612,358.9425,-19.98769,0.873439,-0.356765,1.491548,0.185074,Pilot_Office_object/14/S001/trackers/VR_move_T008.csv,Pilot_Office_object/14/S001/trackers/Eye_gaze_T008.csv
Pilot_Office_object,14,1,9,1,9,192.663,211.1,2,O02,O02_L23,object,0,0,0,270,Globe,194.74,276.8349,globe,-1.690767,0.952719,-1.18695,272.2737,97.45389,325.6657,-1.690357,1.158456,-1.180549,0.386225,0.426065,0.381431,195.2509,197.1725,199.1829,210.0783,-1.669728,0.954783,-1.176762,272.5814,167.2403,274.5557,0.023467,0.021039,0.002064,0.010188,-1.672571,1.160601,-1.176274,0.018418,0.017786,0.002144,0.004275,18.83385,0.30777,69.78638,-51.11008,-0.25573,1.51663,-0.249789,Pilot_Office_object/14/S001/trackers/VR_move_T009.csv,Pilot_Office_object/14/S001/trackers/Eye_gaze_T009.csv
Pilot_Office_object,14,1,10,1,10,212.1108,242.1097,10,O02,O02_L06,object,0,0,0,270,Lamp,214.5319,268.7755,desklamp,-1.794875,0.765892,0.397152,355.5128,118.53,358.3776,-1.759872,1.074492,0.504581,0.517692,0.639956,0.658181,215.0429,215.9093,217.9197,241.0881,-1.762309,0.794724,0.380315,357.4509,99.55672,358.2449,0.04664,0.032566,0.028832,-0.016837,-1.7555,1.105241,0.491217,0.033811,0.004372,0.030749,-0.013364,19.07965,1.93808,-18.9733,-0.13266,-0.330871,1.494729,0.169121,Pilot_Office_object/14/S001/trackers/VR_move_T010.csv,Pilot_Office_object/14/S001/trackers/Eye_gaze_T010.csv
