time,head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,left_pos_x,left_pos_y,left_pos_z,left_rot_x,left_rot_y,left_rot_z,right_pos_x,right_pos_y,right_pos_z,right_rot_x,right_rot_y,right_rot_z,grab_force,grab,trigger
770.5209,0.008869,1.42728,-0.408351,70.84248,272.4807,41.56256,0,0,0,0,0,0,-0.21896,0.686327,-0.259758,50.25793,220.3957,17.33871,0,False,False
770.5322,0.006349,1.427288,-0.404564,70.84932,273.1056,41.61433,0,0,0,0,0,0,-0.220861,0.685612,-0.251892,50.49065,221.2392,17.67036,0,False,False
770.543,0.003815,1.427182,-0.400664,70.84358,273.7515,41.70291,0,0,0,0,0,0,-0.222253,0.684798,-0.243686,50.69952,222.0043,17.96529,0,False,False
770.5543,0.001389,1.427185,-0.396965,70.84773,274.3644,41.77559,0,0,0,0,0,0,-0.223697,0.683986,-0.235169,50.93134,222.8446,18.27571,0,False,False
770.5652,-0.000916,1.427179,-0.393279,70.85223,274.93,41.84206,0,0,0,0,0,0,-0.224748,0.683301,-0.227555,51.13323,223.5927,18.52873,0,False,False
770.5762,-0.003216,1.427142,-0.389552,70.84723,275.4469,41.88399,0,0,0,0,0,0,-0.225717,0.682613,-0.2191,51.34558,224.3706,18.75721,0,False,False
770.5874,-0.005463,1.427157,-0.385989,70.83475,275.908,41.90118,0,0,0,0,0,0,-0.226649,0.682067,-0.211538,51.50286,225.1418,19.02735,0,False,False
770.5985,-0.007622,1.427132,-0.38249,70.81873,276.3488,41.897,0,0,0,0,0,0,-0.227391,0.681411,-0.203969,51.65395,225.9301,19.2555,0,False,False
770.6096,-0.009747,1.427091,-0.379107,70.79329,276.7397,41.8625,0,0,0,0,0,0,-0.228086,0.680718,-0.195628,51.82361,226.8465,19.53811,0,False,False
770.6207,-0.011661,1.427075,-0.375798,70.76881,277.0886,41.80469,0,0,0,0,0,0,-0.228474,0.68008,-0.188263,51.99321,227.7049,19.8269,0,False,False
770.6318,-0.013512,1.42709,-0.372634,70.75163,277.5002,41.80704,0,0,0,0,0,0,-0.228914,0.679409,-0.180822,52.18232,228.5354,20.0927,0,False,False
770.6429,-0.01535,1.427144,-0.369529,70.73945,277.84,41.79143,0,0,0,0,0,0,-0.228969,0.678595,-0.172877,52.39487,229.4369,20.4234,0,False,False
770.654,-0.016989,1.427179,-0.36657,70.73936,278.2319,41.81677,0,0,0,0,0,0,-0.228953,0.677884,-0.165793,52.59286,230.2509,20.75119,0,False,False
770.6651,-0.018468,1.427171,-0.36357,70.73576,278.5464,41.83011,0,0,0,0,0,0,-0.228733,0.677059,-0.158319,52.82322,231.066,21.07044,0,False,False
770.6762,-0.019933,1.427065,-0.360603,70.74259,278.9,41.8718,0,0,0,0,0,0,-0.228215,0.676321,-0.151578,53.04829,231.7609,21.34153,0,False,False
770.6874,-0.021314,1.426938,-0.357765,70.76913,279.2537,41.9299,0,0,0,0,0,0,-0.227681,0.675576,-0.144799,53.26295,232.4444,21.59273,0,False,False
770.6985,-0.022575,1.42686,-0.354934,70.79955,279.6023,42.00171,0,0,0,0,0,0,-0.226951,0.674835,-0.13793,53.50618,233.1613,21.85604,0,False,False
770.7097,-0.023711,1.42678,-0.352226,70.83848,279.9288,42.06149,0,0,0,0,0,0,-0.22615,0.674106,-0.131831,53.75014,233.7365,22.00081,0,False,False
770.7206,-0.024839,1.426669,-0.349513,70.89967,280.2979,42.1659,0,0,0,0,0,0,-0.225343,0.673381,-0.12573,53.97729,234.3094,22.15531,0,False,False
770.7318,-0.025829,1.426584,-0.346932,70.95966,280.5839,42.21515,0,0,0,0,0,0,-0.224155,0.672592,-0.11952,54.20721,234.8693,22.31149,0,False,False
770.743,-0.026754,1.426581,-0.344312,71.02953,280.8262,42.21888,0,0,0,0,0,0,-0.222908,0.671872,-0.114081,54.39526,235.331,22.436,0,False,False
770.754,-0.027724,1.426559,-0.341815,71.07216,280.9858,42.1335,0,0,0,0,0,0,-0.221472,0.671076,-0.10831,54.59257,235.8116,22.55118,0,False,False
770.7652,-0.028593,1.426604,-0.339428,71.10394,281.1583,42.06784,0,0,0,0,0,0,-0.22005,0.670445,-0.103197,54.78148,236.2446,22.65162,0,False,False
770.7762,-0.029452,1.426623,-0.337081,71.13164,281.2791,41.92856,0,0,0,0,0,0,-0.218617,0.669892,-0.098428,54.95203,236.7179,22.73101,0,False,False
770.7874,-0.030208,1.426685,-0.334791,71.13628,281.3209,41.68072,0,0,0,0,0,0,-0.217282,0.669326,-0.093322,55.1647,237.2514,22.85058,0,False,False
770.7984,-0.030803,1.426745,-0.33257,71.13962,281.4087,41.47948,0,0,0,0,0,0,-0.215845,0.66885,-0.088977,55.33621,237.6906,22.89215,0,False,False
