experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,trial_no,scene,target,response_mode,shift_x,shift_y,shift_z,view_rotation,preview_label,t_starting_pos,standing_y_rotation,target_label,target_pos_x,target_pos_y,target_pos_z,target_euler_x,target_euler_y,target_euler_z,target_bbox_center_x,target_bbox_center_y,target_bbox_center_z,target_bbox_size_x,target_bbox_size_y,target_bbox_size_z,t_scene_preview_start,t_scene_preview_end,t_response_start,t_response_end,response_pos_x_pivot,response_pos_y_pivot,response_pos_z_pivot,response_euler_x,response_euler_y,response_euler_z,tar_error_pos,tar_error_pos_x,tar_error_pos_y,tar_error_pos_z,response_bbox_center_x,response_bbox_center_y,response_bbox_center_z,tar_error_bbox,tar_error_bbox_x,tar_error_bbox_y,tar_error_bbox_z,tar_error_angle,tar_error_euler_x,tar_error_euler_y,tar_error_euler_z,standing_pos_x,standing_pos_y,standing_pos_z,VR_move_location_0,Eye_gaze_location_0
Pilot_Kitchen_object,12,3,1,1,1,32.7364,57.81271,1,K01,K01_L05,object,0,0,0,180,Plant,43.88514,174.4234,plant,0.740949,0.010997,-1.475805,357.0071,116.5166,356.3118,0.689599,0.494938,-1.514348,1.09479,0.991716,0.990528,45.37863,46.7283,48.73869,56.791,0.712271,-0.031446,-1.523596,28.48235,117.154,339.9583,0.070056,-0.028678,-0.042443,-0.047791,0.864872,0.436936,-1.841658,0.375788,0.175273,-0.058001,-0.32731,35.44584,-328.5248,0.637405,-16.35355,0.051259,1.536763,-0.221483,Pilot_Kitchen_object/12/S003/trackers/VR_move_T001.csv,Pilot_Kitchen_object/12/S003/trackers/Eye_gaze_T001.csv
Pilot_Kitchen_object,12,3,2,1,2,58.8236,70.57423,6,K01,K01_L07,object,0,0,0,270,Espresso Machine,61.25575,271.6045,coffeemaker,-1.82445,0.880285,-0.854397,358.1284,90.56697,358.8811,-1.764189,1.051043,-0.853803,0.345148,0.352667,0.277094,61.76672,62.89963,64.91003,69.55242,-1.763514,0.865934,-0.817146,331.2719,91.06001,351.8675,0.072848,0.060936,-0.014351,0.037251,-1.787326,1.025662,-0.837729,0.037919,-0.023137,-0.025381,0.016074,27.71195,-26.85645,0.493042,-7.013641,-0.701124,1.560395,-0.457371,Pilot_Kitchen_object/12/S003/trackers/VR_move_T002.csv,Pilot_Kitchen_object/12/S003/trackers/Eye_gaze_T002.csv
Pilot_Kitchen_object,12,3,3,1,3,71.58506,82.09187,5,K01,K01_L04,object,0,0,0,0,Breadbasket,73.62865,355.8121,bunsinbasket,-1.087051,0.883797,1.18928,0.60304,67.68452,1.555164,-1.088983,0.950319,1.190754,0.301863,0.325402,0.296634,74.13943,75.37241,77.38259,81.07008,-1.058139,0.881076,1.20488,7.075485,37.34636,0.977218,0.032965,0.028913,-0.002721,0.0156,-1.055756,0.947007,1.211515,0.039319,0.033227,-0.003312,0.020761,30.97239,6.472445,-30.33815,-0.577946,-0.367047,1.554789,0.295566,Pilot_Kitchen_object/12/S003/trackers/VR_move_T003.csv,Pilot_Kitchen_object/12/S003/trackers/Eye_gaze_T003.csv
Pilot_Kitchen_object,12,3,4,1,4,83.10253,92.82081,8,K01,K01_L13,object,0,0,0,0,Cutting Board,84.49078,356.6172,cuttingboard,-1.437559,0.891825,1.196799,272.964,60.09008,300.075,-1.436887,0.906805,1.197186,0.245887,0.05029,0.364747,85.00165,85.93474,87.94503,91.799,-1.438008,0.881343,1.196774,281.9421,3.050335,350.8967,0.010491,-0.000448,-0.010481,-0.000025,-1.437842,0.896019,1.199873,0.011157,-0.000955,-0.010786,0.002687,12.17333,8.978088,-57.03975,50.82162,-0.734401,1.533617,0.456271,Pilot_Kitchen_object/12/S003/trackers/VR_move_T004.csv,Pilot_Kitchen_object/12/S003/trackers/Eye_gaze_T004.csv
Pilot_Kitchen_object,12,3,5,1,5,93.83156,104.5163,6,K01,K01_L07,object,0,0,0,270,Espresso Machine,95.75298,261.4473,coffeemaker,-1.82445,0.880285,-0.854397,358.1284,90.56697,358.8811,-1.764189,1.051043,-0.853803,0.345148,0.352667,0.277094,96.26378,97.14136,99.15179,103.4943,-1.806959,0.850126,-0.850651,354.6009,91.09808,1.223049,0.035065,0.017491,-0.030159,0.003746,-1.75729,1.021572,-0.843318,0.032032,0.006899,-0.029471,0.010485,4.285308,-3.527527,0.531113,-357.6581,-0.705278,1.558669,-0.460984,Pilot_Kitchen_object/12/S003/trackers/VR_move_T005.csv,Pilot_Kitchen_object/12/S003/trackers/Eye_gaze_T005.csv
Pilot_Kitchen_object,12,3,6,1,6,105.5268,116.078,5,K01,K01_L04,object,0,0,0,0,Breadbasket,107.5037,359.7469,bunsinbasket,-1.087051,0.883797,1.18928,0.60304,67.68452,1.555164,-1.088983,0.950319,1.190754,0.301863,0.325402,0.296634,108.0146,109.2476,111.2578,115.0564,-0.998476,0.885099,1.176585,8.383653,40.12902,8.470094,0.089489,0.088575,0.001301,-0.012695,-0.99951,0.948891,1.189358,0.089495,0.089473,-0.001428,-0.001396,29.92274,7.780613,-27.55549,6.914929,-0.491839,1.540257,0.429596,Pilot_Kitchen_object/12/S003/trackers/VR_move_T006.csv,Pilot_Kitchen_object/12/S003/trackers/Eye_gaze_T006.csv
Pilot_Kitchen_object,12,3,7,1,7,117.0888,127.8179,6,K01,K01_L07,object,0,0,0,270,Espresso Machine,119.2556,263.1335,coffeemaker,-1.82445,0.880285,-0.854397,358.1284,90.56697,358.8811,-1.764189,1.051043,-0.853803,0.345148,0.352667,0.277094,119.7654,120.8539,122.8644,126.796,-1.800776,0.886434,-0.842918,351.0522,94.24839,1.934992,0.027019,0.023674,0.00615,0.011479,-1.761741,1.057973,-0.833663,0.02144,0.002448,0.00693,0.020141,8.662391,-7.076202,3.681419,-356.9461,-0.836084,1.53701,-0.494943,Pilot_Kitchen_object/12/S003/trackers/VR_move_T007.csv,Pilot_Kitchen_object/12/S003/trackers/Eye_gaze_T007.csv
Pilot_Kitchen_object,12,3,8,1,8,128.8286,138.5134,7,K01,K01_L15,object,0,0,0,270,Water Bottle,130.45,268.4267,waterbottle,-1.392051,0.883097,-1.231805,0.516519,199.2043,358.5333,-1.400844,0.984469,-1.230697,0.092938,0.203459,0.086649,130.9609,132.0827,134.093,137.4917,-1.326212,0.886799,-1.241559,6.746766,175.2678,345.5791,0.066661,0.065839,0.003702,-0.009754,-1.356266,0.98288,-1.256394,0.051479,0.044579,-0.001589,-0.025697,27.14975,6.230247,-23.93645,-12.95416,-0.529735,1.538936,-0.537914,Pilot_Kitchen_object/12/S003/trackers/VR_move_T008.csv,Pilot_Kitchen_object/12/S003/trackers/Eye_gaze_T008.csv
Pilot_Kitchen_object,12,3,9,1,9,139.5242,148.9314,9,K01,K01_L12,object,0,0,0,0,Banana,141.9565,0.8543,banana,0.050392,0.908097,1.171279,276.2014,165.8417,147.4809,0.03991,0.907322,1.177484,0.224758,0.057988,0.228644,142.4673,143.3449,145.3553,147.9097,0.050124,0.903581,1.176626,285.1142,317.4615,4.895175,0.007004,-0.000268,-0.004516,0.005347,0.041337,0.898822,1.183636,0.010588,0.001427,-0.008499,0.006151,22.48236,8.912811,151.6198,-142.5857,-0.131821,1.549138,0.261981,Pilot_Kitchen_object/12/S003/trackers/VR_move_T009.csv,Pilot_Kitchen_object/12/S003/trackers/Eye_gaze_T009.csv
Pilot_Kitchen_object,12,3,10,1,10,149.9421,159.8382,5,K01,K01_L04,object,0,0,0,0,Breadbasket,151.1972,357.9049,bunsinbasket,-1.087051,0.883797,1.18928,0.60304,67.68452,1.555164,-1.088983,0.950319,1.190754,0.301863,0.325402,0.296634,151.7081,152.9631,154.9735,158.8166,-1.011899,0.85185,1.191102,7.495889,37.59418,12.07811,0.081681,0.075152,-0.031947,0.001822,-1.015831,0.914499,1.206123,0.082889,0.073152,-0.03582,0.015369,33.23615,6.892849,-30.09033,10.52295,-0.305981,1.556409,0.23409,Pilot_Kitchen_object/12/S003/trackers/VR_move_T010.csv,Pilot_Kitchen_object/12/S003/trackers/Eye_gaze_T010.csv
