time,ori_x,ori_y,ori_z,dir_x,dir_y,dir_z,gaze_x,gaze_y,gaze_z,gaze_object,pupil_l,pupil_r
624.6932,0.000316,-0.002177,-0.021963,-0.029877,-0.496658,0.867416,-0.016926,0,0.138721,Ground,2.371628,2.48497
624.7047,0.000316,-0.002177,-0.021963,-0.029877,-0.496658,0.867416,-0.017539,0,0.13733,Ground,2.371628,2.48497
624.7155,0.001399,-0.002193,-0.02197,-0.030045,-0.497788,0.866776,-0.018241,0,0.133749,Ground,2.369797,2.488556
624.7266,0.00117,-0.002189,-0.021964,-0.030914,-0.497559,0.866867,-0.019539,0,0.132222,Ground,2.372177,2.497681
624.7377,0.00117,-0.002189,-0.021964,-0.030914,-0.497559,0.866867,-0.019187,0,0.130131,Ground,2.372177,2.497681
624.7487,0.000804,-0.002178,-0.02196,-0.03154,-0.496918,0.867218,-0.019568,0,0.128985,Ground,2.373795,2.498337
624.7599,0.002447,-0.005311,-0.021141,0.145462,0.15007,0.977905,0.438799,0,1.296519,Ground,2.410324,3.408325
624.7709,0.003567,-0.002214,-0.022096,-0.031494,-0.493942,0.868912,-0.017336,0,0.129629,Ground,2.376083,2.492996
624.7821,0.003567,-0.002214,-0.022096,-0.031494,-0.493942,0.868912,-0.016408,0,0.127901,Ground,2.376083,2.492996
624.7932,0.00294,-0.00527,-0.021146,0.141068,0.136292,0.98056,0.426196,0,1.252325,Ground,2.408722,3.404312
624.8043,0.000286,-0.00215,-0.02206,-0.033493,-0.493988,0.868805,-0.017847,0,0.124853,Ground,2.407837,2.48317
624.8156,0.000286,-0.00215,-0.02206,-0.033493,-0.493988,0.868805,-0.017177,0,0.123178,Ground,2.407837,2.48317
624.8265,0.000245,-0.00215,-0.022047,-0.031708,-0.49437,0.868668,-0.013777,0,0.120908,Ground,2.407883,2.464661
624.8377,-0.000371,-0.002144,-0.022019,-0.032196,-0.494492,0.868576,-0.013635,0,0.118908,Ground,2.409729,2.465088
624.8488,-0.001348,-0.002136,-0.021981,-0.032867,-0.492462,0.869705,-0.013208,0,0.121078,Ground,2.40976,2.443176
624.8598,-0.001348,-0.002136,-0.021981,-0.032867,-0.492462,0.869705,-0.01181,0,0.120187,Ground,2.40976,2.443176
624.8708,0.005532,-0.003623,-0.02176,0.042053,-0.245514,0.968475,0.149473,0,0.511172,Ground,2.409561,2.527206
624.8821,0.007849,-0.002287,-0.022204,-0.027924,-0.488998,0.871826,-0.000373,0,0.121338,Ground,2.410294,2.455566
624.8931,0.007849,-0.002287,-0.022204,-0.027924,-0.488998,0.871826,0.001496,0,0.118267,Ground,2.410294,2.455566
624.9043,0.009141,-0.002266,-0.022288,-0.031906,-0.487488,0.872528,-0.00197,0,0.119112,Ground,2.414963,2.478363
624.9153,0.014305,-0.002349,-0.022416,-0.029297,-0.484222,0.874435,0.003359,0,0.12306,Ground,2.417664,2.582886
624.9265,0.014305,-0.002349,-0.022416,-0.029297,-0.484222,0.874435,0.004885,0,0.122498,Ground,2.417664,2.582886
624.9376,0.015538,-0.00238,-0.022459,-0.028076,-0.482529,0.875427,0.007868,0,0.125728,Ground,2.417557,2.563049
624.9487,0.011195,-0.002307,-0.022367,-0.032715,-0.481735,0.875702,0.001584,0,0.128672,Ground,2.415298,2.535217
624.9598,0.009087,-0.002272,-0.022322,-0.033295,-0.481613,0.875748,0.000993,0,0.13027,Ground,2.408203,2.530228
624.9709,0.009087,-0.002272,-0.022322,-0.033295,-0.481613,0.875748,0.001096,0,0.13213,Ground,2.408203,2.530228
624.982,0.004437,-0.002197,-0.022223,-0.036499,-0.479858,0.876572,-0.003122,0,0.137672,Ground,2.385818,2.53093
624.993,0.001271,-0.002143,-0.022108,-0.038483,-0.484161,0.874115,-0.007092,0,0.1322,Ground,2.387314,2.532211
625.0043,0.001271,-0.002143,-0.022108,-0.038483,-0.484161,0.874115,-0.006908,0,0.13327,Ground,2.387314,2.532211
625.0153,0.00572,-0.00222,-0.022181,-0.033722,-0.485519,0.873566,-0.000129,0,0.130554,Ground,2.387466,2.532516
625.0264,0.003442,-0.002235,-0.022148,-0.034607,-0.485092,0.873764,-0.00088,0,0.13111,Ground,2.387085,2.5056
625.0376,0.003166,-0.002281,-0.022246,-0.019165,-0.484589,0.874512,0.022602,0,0.127469,Ground,2.532822,2.413361
625.0486,0.003166,-0.002281,-0.022246,-0.019165,-0.484589,0.874512,0.023696,0,0.125637,Ground,2.532822,2.413361
625.0599,-0.000005,-0.005699,-0.020874,0.184082,0.232849,0.954926,0.645907,0,1.457605,Ground,2.465317,3.502609
625.0708,-0.006355,-0.002152,-0.021975,-0.026978,-0.484726,0.874237,0.01493,0,0.124518,Ground,2.516296,2.480453
625.082,-0.00133,-0.002207,-0.022171,-0.023529,-0.486176,0.873535,0.021269,0,0.120727,Ground,2.515747,2.496994
625.093,-0.00133,-0.002207,-0.022171,-0.023529,-0.486176,0.873535,0.02307,0,0.120372,Ground,2.515747,2.496994
625.1042,-0.000913,-0.002189,-0.022263,-0.02269,-0.485748,0.873795,0.02602,0,0.121207,Ground,2.5168,2.501419
625.1152,0.005993,-0.002276,-0.022408,-0.016205,-0.489899,0.871613,0.036119,0,0.113766,Ground,2.516235,2.505066
625.1264,0.005993,-0.002276,-0.022408,-0.016205,-0.489899,0.871613,0.037806,0,0.115315,Ground,2.516235,2.505066
625.1375,0.011984,-0.002377,-0.022541,-0.0112,-0.487824,0.872849,0.047752,0,0.119345,Ground,2.501022,2.520767
625.1486,0.009389,-0.002334,-0.022454,-0.013809,-0.48703,0.873261,0.04593,0,0.124301,Ground,2.501526,2.529739
625.1597,0.006938,-0.002293,-0.022386,-0.015442,-0.486237,0.873673,0.04547,0,0.129317,Ground,2.491211,2.530136
625.1709,0.006938,-0.002293,-0.022386,-0.015442,-0.486237,0.873673,0.047018,0,0.133449,Ground,2.491211,2.530136
625.1819,0.003566,-0.002237,-0.022281,-0.021133,-0.483322,0.875168,0.040753,0,0.143367,Ground,2.513016,2.535599
625.193,0.00502,-0.002262,-0.022258,-0.021515,-0.484268,0.874649,0.04101,0,0.146234,Ground,2.489746,2.536575
625.2042,0.00502,-0.002262,-0.022258,-0.021515,-0.484268,0.874649,0.04208,0,0.150047,Ground,2.489746,2.536575
625.2152,0.00372,-0.002239,-0.022188,-0.021484,-0.48526,0.8741,0.042794,0,0.152558,Ground,2.491165,2.5522
625.2265,-0.001308,-0.002161,-0.022016,-0.027924,-0.486694,0.873108,0.033717,0,0.155495,Ground,2.49527,2.553879
625.2375,-0.0041,-0.002114,-0.021928,-0.034439,-0.487701,0.872315,0.024376,0,0.159387,Ground,2.49527,2.539581
625.2486,-0.0041,-0.002114,-0.021928,-0.034439,-0.487701,0.872315,0.024318,0,0.163938,Ground,2.49527,2.539581
625.2596,-0.003511,-0.001979,-0.022459,-0.037827,-0.489441,0.871201,0.01908,0,0.166479,Ground,2.530792,2.546921
625.2717,0.008362,-0.001863,-0.022588,-0.061127,-0.435288,0.898209,-0.002497,0,0.266515,Ground,2.503906,2.6035
625.2818,0.008362,-0.001863,-0.022588,-0.061127,-0.435288,0.898209,-0.002678,0,0.271982,Ground,2.503906,2.6035
625.293,0.034138,-0.002004,-0.023304,-0.085129,-0.387161,0.91806,-0.029244,0,0.362326,Ground,2.370483,2.65184
625.3041,0.003283,-0.000885,-0.022311,-0.120361,-0.324173,0.938294,-0.073457,0,0.478566,Ground,2.611221,2.261978
625.3152,0.003283,-0.000885,-0.022311,-0.120361,-0.324173,0.938294,-0.077116,0,0.486727,Ground,2.611221,2.261978
625.3267,0.002852,0.000072,-0.028879,-0.230652,-0.553604,0.800186,-0.290712,0,0.101848,Ground,4.658707,1.750809
625.3376,0,0,0,0,0,1,-99999,-99999,-99999,,-1,-1
625.3486,0,0,0,0,0,1,-99999,-99999,-99999,,-1,-1
625.3597,0,0,0,0,0,1,-99999,-99999,-99999,,-1,-1
625.3707,0,0,0,0,0,1,-99999,-99999,-99999,,-1,-1
625.3818,0,0,0,0,0,1,-99999,-99999,-99999,,-1,-1
625.3931,0,0,0,0,0,1,-99999,-99999,-99999,,-1,-1
625.4042,0,0,0,0,0,1,-99999,-99999,-99999,,-1,3.332275
625.4152,0,0,0,0,0,1,-99999,-99999,-99999,,-1,-1
625.4263,0,0,0,0,0,1,-99999,-99999,-99999,,-1,-1
625.4374,0,0,0,0,0,1,-99999,-99999,-99999,,-1,3.725769
625.449,0,0,0,0,0,1,-99999,-99999,-99999,,-1,2.953674
625.4597,0,0,0,0,0,1,-99999,-99999,-99999,,-1,2.953674
625.4707,0,0,0,0,0,1,-99999,-99999,-99999,,2.030075,1.842255
625.4818,0,0,0,0,0,1,-99999,-99999,-99999,,2.207077,2.767334
625.4929,0.0373,0.000593,-0.025922,-0.362869,0.04332,0.930817,-0.915527,0,1.345658,Ground,2.466721,2.766724
625.504,0.0373,0.000593,-0.025922,-0.362869,0.04332,0.930817,-0.948022,0,1.345614,Ground,2.466721,2.766724
625.5151,0.005444,0.001336,-0.024376,-0.38475,0.059723,0.921066,-1.058796,0,1.387304,Ground,2.599396,2.647339
625.5262,0.037255,0.000319,-0.025126,-0.360367,0.052475,0.93132,-1.021837,0,1.371442,Ground,2.559067,2.763062
625.5374,0.037255,0.000319,-0.025126,-0.360367,0.052475,0.93132,-1.057857,0,1.371029,Ground,2.559067,2.763062
625.5484,0.032403,0.000309,-0.024357,-0.348587,0.05835,0.93544,-1.073144,0,1.392448,Ground,2.544235,2.663727
625.5596,0.032216,0.000372,-0.024458,-0.339554,0.050842,0.939209,-1.077638,0,1.373796,Ground,2.627884,2.670654
625.5706,0.032216,0.000372,-0.024458,-0.339554,0.050842,0.939209,-1.116811,0,1.373213,Ground,2.627884,2.670654
625.5817,0.035951,0.00047,-0.025158,-0.307022,0.037857,0.950943,-1.054083,0,1.348984,Ground,2.676743,2.815002
625.5928,0.035861,0.000373,-0.024878,-0.28833,0.046692,0.956375,-1.058837,0,1.382155,Ground,2.633743,2.628113
625.604,0.036015,0.000229,-0.024402,-0.276337,0.046326,0.95993,-1.067375,0,1.385695,Ground,2.663452,2.777496
625.6151,0.036015,0.000229,-0.024402,-0.276337,0.046326,0.95993,-1.105329,0,1.383278,Ground,2.663452,2.777496
625.6262,0.035093,0.000146,-0.023983,-0.260819,0.050446,0.964066,-1.111609,0,1.399985,Ground,2.64859,2.73439
625.6373,0.028951,0.000222,-0.023479,-0.249832,0.042023,0.967362,-1.109725,0,1.378253,Ground,2.611404,2.706909
625.6484,0.028951,0.000222,-0.023479,-0.249832,0.042023,0.967362,-1.146514,0,1.373026,Ground,2.611404,2.706909
625.6595,0.024555,0.000162,-0.023067,-0.279053,0.038834,0.959473,-1.248479,0,1.335467,Ground,2.709518,2.866882
625.6707,0.014346,0.000434,-0.022971,-0.305512,0.018005,0.952011,-1.311373,0,1.246452,Ground,2.723984,2.81601
625.6817,0.014346,0.000434,-0.022971,-0.305512,0.018005,0.952011,-1.347145,0,1.23522,Ground,2.723984,2.81601
625.6928,0.015398,0.000408,-0.02304,-0.302353,0.017395,0.953018,-1.375448,0,1.225859,Ground,2.766602,2.79628
625.704,0.002837,0.000617,-0.022146,-0.295288,0.01886,0.955216,-1.398755,0,1.225896,Ground,2.675186,2.829407
625.715,-0.004686,0.00068,-0.02145,-0.297653,0.026428,0.9543,-1.458727,0,1.234284,Ground,2.772018,2.884613
625.7262,-0.004686,0.00068,-0.02145,-0.297653,0.026428,0.9543,-1.496486,0,1.221791,Ground,2.772018,2.884613
625.7374,-0.013395,0.000751,-0.020619,-0.278717,0.032593,0.959808,-1.502472,0,1.246544,Ground,2.790039,2.764236
625.7483,0.012809,0.000294,-0.022103,-0.23616,0.018433,0.971527,-1.407629,0,1.24225,Ground,2.741638,2.853439
625.7596,0.012809,0.000294,-0.022103,-0.23616,0.018433,0.971527,-1.445723,0,1.231341,Ground,2.741638,2.853439
625.7707,0.025208,-0.000194,-0.021752,-0.218872,0.014084,0.975647,-1.435089,0,1.227935,Ground,2.78363,2.860031
625.7816,0.027036,0.000113,-0.022975,-0.180801,0.010132,0.98346,-1.381109,0,1.25156,Ground,2.667557,2.856659
625.7928,0.027036,0.000113,-0.022975,-0.180801,0.010132,0.98346,-1.419807,0,1.239804,Ground,2.667557,2.856659
625.8039,0.027321,-0.000641,-0.020323,-0.207825,0.018066,0.977997,-1.536921,0,1.213511,Ground,2.747147,2.923889
625.815,0.013269,0.000026,-0.021155,-0.156952,0.001526,0.987595,-1.429898,0,1.22426,Ground,2.695969,2.745621
625.8261,0.001839,0.000006,-0.019989,-0.204666,0.005661,0.978806,-1.577525,0,1.154284,Ground,2.812332,2.86409
625.8373,0.001839,0.000006,-0.019989,-0.204666,0.005661,0.978806,-1.617408,0,1.136348,Ground,2.812332,2.86409
625.8484,-0.010128,0.000578,-0.020867,-0.228409,-0.017899,0.973389,-1.639613,0,1.023389,Ground,2.671707,2.780396
625.8594,-0.003094,0.000356,-0.021205,-0.236038,-0.035812,0.971069,-1.642707,0,0.949764,Ground,2.638046,2.781998
625.8707,-0.003094,0.000356,-0.021205,-0.236038,-0.035812,0.971069,-1.678725,0,0.927527,Ground,2.638046,2.781998
625.8817,0.026256,-0.00019,-0.023498,-0.232636,-0.073746,0.969757,-1.602724,0,0.831206,Ground,2.557724,2.826126
625.8928,0.026117,-0.000147,-0.023959,-0.264328,-0.104721,0.958725,-1.604856,0,0.694976,Ground,2.571121,2.716583
625.9039,0.026117,-0.000147,-0.023959,-0.264328,-0.104721,0.958725,-1.632462,0,0.669944,Ground,2.571121,2.716583
625.9149,0.0141,0.000031,-0.023243,-0.27124,-0.112717,0.955887,-1.647301,0,0.617899,Ground,2.53595,2.797852
625.926,-0.006171,0.000332,-0.021825,-0.271133,-0.104538,0.956833,-1.693874,0,0.603842,Ground,2.473785,2.677475
