"x","predicted","std.error","conf.low","conf.high","group"
"object",22.8124999999999,2.53707911693067,17.8399163048871,27.7850836951127,"1"
"cube",25.1562499999999,2.53707911693067,20.1836663048872,30.1288336951127,"1"
"fixed",16.9791666666666,2.53707911693067,12.0065829715538,21.9517503617794,"1"
"laser",18.4895833333333,2.53707911693067,13.5169996382205,23.4621670284461,"1"
