"x","predicted","std.error","conf.low","conf.high","group"
"object",7.59495171648398,0.374123248004677,6.86168362461566,8.32821980835229,"1"
"cube",6.12498050415598,0.338964895637215,5.46062151668366,6.7893394916283,"1"
"fixed",3.28034961522033,0.333827115760617,2.62606049126664,3.93463873917402,"1"
"laser",1.93723803055435,0.312620991140248,1.32451214710825,2.54996391400045,"1"
