"x","predicted","std.error","conf.low","conf.high","group"
"object",0.0184607150993741,0.00215443350060153,0.0142381030311085,0.0226833271676396,"1"
"cube",0.0235700652079613,0.00215443350060153,0.0193474531396957,0.0277926772762268,"1"
"fixed",0.0255232740408617,0.00215443350060153,0.0213006619725961,0.0297458861091272,"1"
"laser",0.0333150967503845,0.00215443350060153,0.0290924846821189,0.03753770881865,"1"
