experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,trial_no,scene,target,response_mode,shift_x,shift_y,shift_z,view_rotation,preview_label,t_starting_pos,standing_y_rotation,target_label,target_pos_x,target_pos_y,target_pos_z,target_euler_x,target_euler_y,target_euler_z,target_bbox_center_x,target_bbox_center_y,target_bbox_center_z,target_bbox_size_x,target_bbox_size_y,target_bbox_size_z,t_scene_preview_start,t_scene_preview_end,t_response_start,t_response_end,response_pos_x_pivot,response_pos_y_pivot,response_pos_z_pivot,response_euler_x,response_euler_y,response_euler_z,tar_error_pos,tar_error_pos_x,tar_error_pos_y,tar_error_pos_z,tar_error_angle,tar_error_euler_x,tar_error_euler_y,tar_error_euler_z,standing_pos_x,standing_pos_y,standing_pos_z,VR_move_location_0,Eye_gaze_location_0
Pilot_Kitchen_stick,15,2,1,1,1,141.4317,159.9527,7,K01,K01_L15,stick,0,0,0,270,Water Bottle,151.5227,269.4202,waterbottle,-1.392051,0.883097,-1.231805,0.516519,199.2043,358.5333,-1.400844,0.984469,-1.230697,0.092938,0.203459,0.086649,152.9781,155.4322,157.4426,158.942,-0.635174,1.134288,-0.536706,350.6049,225.1603,5.547063,1.057886,0.756877,0.251191,0.695098,29.09843,350.0884,25.95604,-352.9862,-0.196874,1.652117,-0.480226,Pilot_Kitchen_stick/15/S002/trackers/VR_move_T001.csv,Pilot_Kitchen_stick/15/S002/trackers/Eye_gaze_T001.csv
Pilot_Kitchen_stick,15,2,2,1,2,160.9634,174.0914,9,K01,K01_L12,stick,0,0,0,0,Banana,164.2399,358.0901,banana,0.050392,0.908097,1.171279,276.2014,165.8417,147.4809,0.03991,0.907322,1.177484,0.224758,0.057988,0.228644,164.7507,168.3605,170.3707,173.0697,0.059457,0.891582,1.138698,37.96128,343.4295,13.40642,0.037635,0.009065,-0.016515,-0.032581,137.4946,-238.2401,177.5878,-134.0745,-0.074563,1.584765,0.631968,Pilot_Kitchen_stick/15/S002/trackers/VR_move_T002.csv,Pilot_Kitchen_stick/15/S002/trackers/Eye_gaze_T002.csv
Pilot_Kitchen_stick,15,2,3,1,3,175.102,186.975,7,K01,K01_L15,stick,0,0,0,270,Water Bottle,179.1894,264.9467,waterbottle,-1.392051,0.883097,-1.231805,0.516519,199.2043,358.5333,-1.400844,0.984469,-1.230697,0.092938,0.203459,0.086649,179.7001,181.3108,183.3211,185.9535,-1.340779,0.937242,-1.174188,30.00226,211.6676,38.1507,0.094234,0.051272,0.054145,0.057616,47.82653,29.48574,12.46327,-320.3826,-0.849847,1.551529,-0.934943,Pilot_Kitchen_stick/15/S002/trackers/VR_move_T003.csv,Pilot_Kitchen_stick/15/S002/trackers/Eye_gaze_T003.csv
Pilot_Kitchen_stick,15,2,4,1,4,187.9858,196.8711,5,K01,K01_L04,stick,0,0,0,0,Breadbasket,189.0854,358.536,bunsinbasket,-1.087051,0.883797,1.18928,0.60304,67.68452,1.555164,-1.088983,0.950319,1.190754,0.301863,0.325402,0.296634,189.5962,191.5511,193.5613,195.8493,-1.06071,0.989755,1.10612,24.54977,312.33,19.31855,0.137246,0.026341,0.105958,-0.083159,121.5324,23.94673,244.6455,17.76339,-0.815707,1.600741,0.548575,Pilot_Kitchen_stick/15/S002/trackers/VR_move_T004.csv,Pilot_Kitchen_stick/15/S002/trackers/Eye_gaze_T004.csv
Pilot_Kitchen_stick,15,2,5,1,5,197.8817,205.9785,3,K01,K01_L16,stick,0,0,0,90,Flowers,198.948,94.20397,flowers,1.069949,0.867997,0.834195,0.462501,110.9224,358.712,1.072386,1.089711,0.836063,0.476981,0.447812,0.470179,199.4589,201.0028,203.0131,204.9567,1.004309,0.96905,0.839029,14.96506,37.25342,2.13147,0.120597,-0.065639,0.101053,0.004834,75.40157,14.50256,-73.66896,-356.5805,0.562725,1.591727,0.484533,Pilot_Kitchen_stick/15/S002/trackers/VR_move_T005.csv,Pilot_Kitchen_stick/15/S002/trackers/Eye_gaze_T005.csv
Pilot_Kitchen_stick,15,2,6,1,6,206.9892,226.3483,6,K01,K01_L07,stick,0,0,0,270,Espresso Machine,211.2208,265.4812,coffeemaker,-1.82445,0.880285,-0.854397,358.1284,90.56697,358.8811,-1.764189,1.051043,-0.853803,0.345148,0.352667,0.277094,211.7208,215.1639,217.1741,225.3263,-1.788577,0.993007,-0.822782,17.11038,256.1042,0.431601,0.122445,0.035873,0.112722,0.031616,165.532,-341.018,165.5372,-358.4495,-1.178937,1.551991,-0.838503,Pilot_Kitchen_stick/15/S002/trackers/VR_move_T006.csv,Pilot_Kitchen_stick/15/S002/trackers/Eye_gaze_T006.csv
Pilot_Kitchen_stick,15,2,7,1,7,227.3588,240.5091,5,K01,K01_L04,stick,0,0,0,0,Breadbasket,233.2009,357.786,bunsinbasket,-1.087051,0.883797,1.18928,0.60304,67.68452,1.555164,-1.088983,0.950319,1.190754,0.301863,0.325402,0.296634,233.7117,235.1002,237.1104,239.4873,-1.05237,1.006353,1.13587,19.25319,316.1666,4.78403,0.138114,0.034681,0.122556,-0.05341,113.1282,18.65015,248.4821,3.228866,-0.803126,1.567359,0.579311,Pilot_Kitchen_stick/15/S002/trackers/VR_move_T007.csv,Pilot_Kitchen_stick/15/S002/trackers/Eye_gaze_T007.csv
Pilot_Kitchen_stick,15,2,8,1,8,241.5199,249.2499,4,K01,K01_L09,stick,0,0,0,90,Plate,243.0635,83.1598,tablesetting,1.346949,0.883812,0.447195,1.149957,175.9449,2.014389,1.376723,0.896645,0.467217,0.431217,0.056127,0.360425,243.5744,244.4075,246.4177,248.2282,1.315151,0.930855,0.414764,44.48374,46.02244,67.54876,0.065391,-0.031798,0.047043,-0.032431,163.8366,43.33378,-129.9224,65.53437,0.774817,1.565647,0.332905,Pilot_Kitchen_stick/15/S002/trackers/VR_move_T008.csv,Pilot_Kitchen_stick/15/S002/trackers/Eye_gaze_T008.csv
Pilot_Kitchen_stick,15,2,9,1,9,250.2606,259.6458,9,K01,K01_L12,stick,0,0,0,0,Banana,253.3372,2.997669,banana,0.050392,0.908097,1.171279,276.2014,165.8417,147.4809,0.03991,0.907322,1.177484,0.224758,0.057988,0.228644,253.848,254.6478,256.6582,258.624,0.085201,0.906871,1.14527,36.7728,345.4936,29.79252,0.04347,0.034809,-0.001226,-0.026009,139.9794,-239.4286,179.6519,-117.6884,-0.070788,1.598616,0.631339,Pilot_Kitchen_stick/15/S002/trackers/VR_move_T009.csv,Pilot_Kitchen_stick/15/S002/trackers/Eye_gaze_T009.csv
Pilot_Kitchen_stick,15,2,10,1,10,260.6565,269.8638,7,K01,K01_L15,stick,0,0,0,270,Water Bottle,262.9111,270.8987,waterbottle,-1.392051,0.883097,-1.231805,0.516519,199.2043,358.5333,-1.400844,0.984469,-1.230697,0.092938,0.203459,0.086649,263.422,264.4217,266.4319,268.8422,-1.286114,0.968504,-1.181068,18.9376,219.2109,12.91928,0.145228,0.105937,0.085407,0.050737,29.0104,18.42108,20.00661,-345.614,-0.79612,1.572312,-0.858531,Pilot_Kitchen_stick/15/S002/trackers/VR_move_T010.csv,Pilot_Kitchen_stick/15/S002/trackers/Eye_gaze_T010.csv
Pilot_Kitchen_stick,15,2,11,1,11,270.8746,283.7805,3,K01,K01_L16,stick,0,0,0,90,Flowers,276.8056,88.88578,flowers,1.069949,0.867997,0.834195,0.462501,110.9224,358.712,1.072386,1.089711,0.836063,0.476981,0.447812,0.470179,277.3164,278.7271,280.7372,282.7587,1.008571,0.978804,0.818853,18.54191,39.49395,5.657617,0.127596,-0.061378,0.110807,-0.015342,74.77553,18.07941,-71.42844,-353.0544,0.543339,1.582304,0.544535,Pilot_Kitchen_stick/15/S002/trackers/VR_move_T011.csv,Pilot_Kitchen_stick/15/S002/trackers/Eye_gaze_T011.csv
Pilot_Kitchen_stick,15,2,12,1,12,284.7912,294.7316,6,K01,K01_L07,stick,0,0,0,270,Espresso Machine,287.2901,261.9112,coffeemaker,-1.82445,0.880285,-0.854397,358.1284,90.56697,358.8811,-1.764189,1.051043,-0.853803,0.345148,0.352667,0.277094,287.801,289.0784,291.0886,293.7099,-1.757452,1.012036,-0.817964,10.14604,258.9439,352.184,0.152232,0.066998,0.131752,0.036434,168.9435,-347.9824,168.3769,-6.697113,-1.097417,1.492682,-0.703089,Pilot_Kitchen_stick/15/S002/trackers/VR_move_T012.csv,Pilot_Kitchen_stick/15/S002/trackers/Eye_gaze_T012.csv
Pilot_Kitchen_stick,15,2,13,1,13,295.7424,306.2491,7,K01,K01_L15,stick,0,0,0,270,Water Bottle,298.9854,266.6582,waterbottle,-1.392051,0.883097,-1.231805,0.516519,199.2043,358.5333,-1.400844,0.984469,-1.230697,0.092938,0.203459,0.086649,299.4962,300.6848,302.695,305.2274,-1.290564,1.010812,-1.168777,15.96365,223.0297,356.8952,0.174881,0.101487,0.127715,0.063028,28.57727,15.44713,23.82541,-1.638092,-0.800638,1.612675,-0.873167,Pilot_Kitchen_stick/15/S002/trackers/VR_move_T013.csv,Pilot_Kitchen_stick/15/S002/trackers/Eye_gaze_T013.csv
Pilot_Kitchen_stick,15,2,14,1,14,307.2598,315.7009,9,K01,K01_L12,stick,0,0,0,0,Banana,308.9925,5.421002,banana,0.050392,0.908097,1.171279,276.2014,165.8417,147.4809,0.03991,0.907322,1.177484,0.224758,0.057988,0.228644,309.5034,310.7141,312.7244,314.6791,0.059907,0.903633,1.14187,32.57909,356.9218,3.172273,0.031231,0.009515,-0.004464,-0.029409,133.6021,-243.6223,191.08,-144.3086,-0.100725,1.639169,0.634106,Pilot_Kitchen_stick/15/S002/trackers/VR_move_T014.csv,Pilot_Kitchen_stick/15/S002/trackers/Eye_gaze_T014.csv
Pilot_Kitchen_stick,15,2,15,1,15,316.7116,325.4082,3,K01,K01_L16,stick,0,0,0,90,Flowers,318.3887,83.95721,flowers,1.069949,0.867997,0.834195,0.462501,110.9224,358.712,1.072386,1.089711,0.836063,0.476981,0.447812,0.470179,318.8996,319.7883,321.7985,324.3865,1.00321,0.983531,0.840234,12.09624,41.56288,358.7074,0.133561,-0.066738,0.115534,0.006038,70.20723,11.63373,-69.3595,-0.004639,0.551245,1.622337,0.549475,Pilot_Kitchen_stick/15/S002/trackers/VR_move_T015.csv,Pilot_Kitchen_stick/15/S002/trackers/Eye_gaze_T015.csv
Pilot_Kitchen_stick,15,2,16,1,16,326.4188,335.4484,4,K01,K01_L09,stick,0,0,0,90,Plate,327.152,91.68833,tablesetting,1.346949,0.883812,0.447195,1.149957,175.9449,2.014389,1.376723,0.896645,0.467217,0.431217,0.056127,0.360425,327.6627,329.7841,331.7945,334.4267,1.31773,0.903133,0.407277,37.74783,47.50919,24.36668,0.053109,-0.029219,0.019322,-0.039919,139.3907,36.59788,-128.4357,22.35229,0.811079,1.598697,0.301509,Pilot_Kitchen_stick/15/S002/trackers/VR_move_T016.csv,Pilot_Kitchen_stick/15/S002/trackers/Eye_gaze_T016.csv
Pilot_Kitchen_stick,15,2,17,1,17,336.4591,350.3535,1,K01,K01_L05,stick,0,0,0,180,Plant,341.2019,181.7555,plant,0.740949,0.010997,-1.475805,357.0071,116.5166,356.3118,0.689599,0.494938,-1.514348,1.09479,0.991716,0.990528,341.7125,344.856,346.8661,349.3318,0.721571,0.215806,-1.408017,41.16955,151.7418,357.8314,0.216605,-0.019378,0.204809,0.067788,55.63245,-315.8376,35.22523,1.519562,0.718154,1.033813,-1.162815,Pilot_Kitchen_stick/15/S002/trackers/VR_move_T017.csv,Pilot_Kitchen_stick/15/S002/trackers/Eye_gaze_T017.csv
