time,head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,left_pos_x,left_pos_y,left_pos_z,left_rot_x,left_rot_y,left_rot_z,right_pos_x,right_pos_y,right_pos_z,right_rot_x,right_rot_y,right_rot_z,grab_force,grab,trigger
833.113,-0.350027,1.567235,-0.029482,1.531613,315.4293,358.1275,0,0,0,0,0,0,-0.515049,1.126437,0.002136,327.4768,250.2393,26.5808,0,False,False
833.1244,-0.347078,1.56749,-0.023477,1.598261,316.4328,358.2096,0,0,0,0,0,0,-0.509556,1.125114,0.011612,327.9206,251.0466,26.43072,0,False,False
833.1352,-0.344077,1.567685,-0.017897,1.671519,317.4326,358.3102,0,0,0,0,0,0,-0.503917,1.123536,0.020789,328.5039,251.912,26.17754,0,False,False
833.1463,-0.341054,1.567788,-0.01245,1.814123,318.4667,358.4311,0,0,0,0,0,0,-0.49814,1.121732,0.029923,329.2054,252.8641,25.84815,0,False,False
833.1575,-0.337938,1.567907,-0.007167,2.001969,319.5372,358.5694,0,0,0,0,0,0,-0.492321,1.120207,0.039151,329.8356,253.7745,25.65654,0,False,False
833.1686,-0.334809,1.568093,-0.002245,2.212014,320.5861,358.6857,0,0,0,0,0,0,-0.486635,1.118568,0.047778,330.5284,254.6738,25.55592,0,False,False
833.1797,-0.331671,1.568401,0.002657,2.407183,321.6312,358.7696,0,0,0,0,0,0,-0.480857,1.117216,0.056108,331.1619,255.539,25.56084,0,False,False
833.1908,-0.328432,1.568767,0.007219,2.583382,322.702,358.8302,0,0,0,0,0,0,-0.474851,1.115826,0.064319,331.7305,256.4044,25.63793,0,False,False
833.202,-0.325243,1.569225,0.01174,2.727035,323.7666,358.9053,0,0,0,0,0,0,-0.469146,1.114609,0.072551,332.2066,257.2662,25.63588,0,False,False
833.213,-0.322071,1.569806,0.015887,2.844202,324.8464,358.9785,0,0,0,0,0,0,-0.463175,1.113599,0.080689,332.6731,258.1745,25.59343,0,False,False
833.2241,-0.318819,1.570354,0.02022,2.921292,325.9539,359.0788,0,0,0,0,0,0,-0.457479,1.112924,0.088242,333.0626,259.0932,25.53035,0,False,False
833.2351,-0.315656,1.570926,0.024091,2.993594,327.0704,359.2095,0,0,0,0,0,0,-0.451531,1.1122,0.096013,333.4553,260.0635,25.52877,0,False,False
833.2464,-0.312412,1.571438,0.027772,3.046402,328.2069,359.3246,0,0,0,0,0,0,-0.445779,1.111811,0.103269,333.8607,261.1126,25.63073,0,False,False
833.2574,-0.309198,1.571967,0.031228,3.097683,329.3271,359.4751,0,0,0,0,0,0,-0.439973,1.111464,0.110511,334.263,262.1708,25.70831,0,False,False
833.2685,-0.305936,1.572475,0.034495,3.14018,330.4286,359.6252,0,0,0,0,0,0,-0.434432,1.111365,0.117252,334.5906,263.3786,25.67045,0,False,False
833.2797,-0.302573,1.572951,0.03775,3.170252,331.5657,359.7828,0,0,0,0,0,0,-0.428863,1.111627,0.123858,334.739,264.7435,25.51215,0,False,False
833.2907,-0.299313,1.573416,0.040595,3.1825,332.7016,359.9225,0,0,0,0,0,0,-0.423264,1.111824,0.130502,334.9096,266.0072,25.4082,0,False,False
833.3019,-0.296019,1.573891,0.043471,3.188912,333.8683,0.041556,0,0,0,0,0,0,-0.417848,1.112357,0.136829,334.9737,267.4069,25.31097,0,False,False
833.313,-0.292794,1.574289,0.046036,3.17275,335.0895,0.128467,0,0,0,0,0,0,-0.412434,1.112878,0.142823,334.9257,268.8229,25.18568,0,False,False
833.324,-0.289513,1.574485,0.048423,3.151777,336.3325,0.208063,0,0,0,0,0,0,-0.407046,1.113669,0.148802,334.7598,270.2729,25.00198,0,False,False
833.3353,-0.28633,1.574638,0.050738,3.138036,337.5807,0.270908,0,0,0,0,0,0,-0.401496,1.114374,0.154749,334.6273,271.682,24.84475,0,False,False
833.3463,-0.283003,1.574593,0.052834,3.121574,338.8511,0.316353,0,0,0,0,0,0,-0.396202,1.115191,0.160012,334.4041,273.0941,24.77394,0,False,False
833.3574,-0.279706,1.574539,0.054792,3.131157,340.1517,0.374918,0,0,0,0,0,0,-0.390953,1.115837,0.165222,334.2611,274.4728,24.76908,0,False,False
833.3685,-0.276408,1.574314,0.056482,3.162546,341.4698,0.410611,0,0,0,0,0,0,-0.38586,1.116534,0.169958,334.0935,275.8563,24.85112,0,False,False
833.3798,-0.27313,1.574069,0.058122,3.187226,342.8311,0.431886,0,0,0,0,0,0,-0.381032,1.117128,0.174222,333.9053,277.2254,24.96703,0,False,False
833.3907,-0.26983,1.573802,0.059511,3.208993,344.2545,0.429243,0,0,0,0,0,0,-0.375836,1.11774,0.178788,333.7326,278.6321,25.01464,0,False,False
833.4019,-0.266525,1.573645,0.061004,3.217581,345.6971,0.405075,0,0,0,0,0,0,-0.370797,1.118273,0.182781,333.4874,280.0104,25.08222,0,False,False
833.4128,-0.263342,1.573752,0.062241,3.199505,347.2197,0.345838,0,0,0,0,0,0,-0.365673,1.118783,0.186789,333.2682,281.4112,25.1338,0,False,False
833.424,-0.260158,1.574025,0.06342,3.152767,348.7755,0.281323,0,0,0,0,0,0,-0.360403,1.119221,0.190458,333.0126,282.9083,25.16074,0,False,False
833.4351,-0.257066,1.574284,0.064561,3.126362,350.308,0.193143,0,0,0,0,0,0,-0.355113,1.119622,0.193796,332.767,284.5378,24.97995,0,False,False
833.4462,-0.253971,1.574566,0.065516,3.077563,351.8668,0.116955,0,0,0,0,0,0,-0.349927,1.119983,0.197146,332.5627,286.125,24.84449,0,False,False
833.4572,-0.250958,1.574735,0.066198,3.067832,353.4204,0.073568,0,0,0,0,0,0,-0.344814,1.12021,0.200113,332.4508,287.8215,24.66835,0,False,False
833.4684,-0.247987,1.574729,0.06684,3.059823,354.9624,0.083337,0,0,0,0,0,0,-0.339465,1.120298,0.203214,332.3635,289.5402,24.47272,0,False,False
833.4796,-0.244907,1.574742,0.067294,3.116142,356.546,0.171289,0,0,0,0,0,0,-0.33412,1.120485,0.205791,332.4139,291.3276,24.21417,0,False,False
833.4908,-0.241912,1.574625,0.067688,3.166767,358.1263,0.285861,0,0,0,0,0,0,-0.328591,1.120692,0.2084,332.4265,293.05,23.99651,0,False,False
833.5017,-0.238833,1.574511,0.067946,3.229128,359.6811,0.41431,0,0,0,0,0,0,-0.323113,1.120898,0.210477,332.4617,294.7146,23.73483,0,False,False
833.5128,-0.235844,1.574386,0.06815,3.270756,1.238453,0.554824,0,0,0,0,0,0,-0.317525,1.121307,0.21217,332.4215,296.3198,23.46265,0,False,False
833.524,-0.232853,1.574266,0.068175,3.310971,2.784216,0.706747,0,0,0,0,0,0,-0.311614,1.121673,0.214022,332.3254,297.9674,23.16275,0,False,False
833.5352,-0.229956,1.574174,0.068037,3.312498,4.310956,0.821776,0,0,0,0,0,0,-0.305507,1.122423,0.214993,332.0809,299.5754,22.77268,0,False,False
833.5462,-0.227054,1.574051,0.067904,3.310008,5.826673,0.916673,0,0,0,0,0,0,-0.299513,1.123039,0.215971,331.9062,301.1573,22.40624,0,False,False
833.5574,-0.224191,1.573962,0.067579,3.345141,7.401773,0.971786,0,0,0,0,0,0,-0.29352,1.12347,0.216987,331.8112,302.7364,22.09168,0,False,False
833.5686,-0.221262,1.573843,0.067134,3.365903,8.996159,1.028447,0,0,0,0,0,0,-0.287422,1.123872,0.217679,331.7246,304.2938,21.78572,0,False,False
