time,ori_x,ori_y,ori_z,dir_x,dir_y,dir_z,gaze_x,gaze_y,gaze_z,gaze_object,pupil_l,pupil_r
756.4241,0.000629,-0.008793,-0.014267,-0.013824,-0.361969,0.932068,0.363271,0,-0.10072,Ground,3.107834,3.325562
756.4355,0.000629,-0.008793,-0.014267,-0.013824,-0.361969,0.932068,0.360962,0,-0.101141,Ground,3.107834,3.325562
756.4463,0.003039,-0.008747,-0.01426,-0.01825,-0.363113,0.931549,0.357434,0,-0.0952,Ground,3.10321,3.324463
756.4575,0.00475,-0.008687,-0.01426,-0.016769,-0.370468,0.92868,0.343256,0,-0.09617,Ground,3.062515,3.281647
756.4686,0.00475,-0.008687,-0.01426,-0.016769,-0.370468,0.92868,0.339122,0,-0.09578,Ground,3.062515,3.281647
756.4796,0.005498,-0.008664,-0.014246,-0.02121,-0.372681,0.927704,0.331666,0,-0.088946,Ground,3.045731,3.255341
756.4907,0.003911,-0.0087,-0.014208,-0.016602,-0.372391,0.927918,0.326309,0,-0.094781,Ground,3.031982,3.258255
756.5019,0.004523,-0.008701,-0.014274,-0.014984,-0.363571,0.931427,0.334783,0,-0.09762,Ground,3.03212,3.249481
756.5129,0.004523,-0.008701,-0.014274,-0.014984,-0.363571,0.931427,0.331344,0,-0.097371,Ground,3.03212,3.249481
756.5241,0.00679,-0.008656,-0.014322,-0.011353,-0.361099,0.932449,0.332131,0,-0.102035,Ground,3.028015,3.2173
756.5351,0.006055,-0.008668,-0.014317,-0.012024,-0.359757,0.932953,0.333043,0,-0.10116,Ground,3.02681,3.218155
756.5462,0.006055,-0.008668,-0.014317,-0.012024,-0.359757,0.932953,0.332021,0,-0.100906,Ground,3.02681,3.218155
756.5573,0.009759,-0.008979,-0.014263,-0.015839,-0.426544,0.904312,0.232986,0,-0.086896,Ground,3.027847,3.160126
756.5684,0.02074,-0.008912,-0.014204,-0.000839,-0.430664,0.902496,0.224478,0,-0.106665,Ground,3.065079,3.28212
756.5795,0.022603,-0.008867,-0.014216,-0.000397,-0.430466,0.902603,0.224365,0,-0.107557,Ground,3.047516,3.253448
756.5907,0.022603,-0.008867,-0.014216,-0.000397,-0.430466,0.902603,0.22454,0,-0.108058,Ground,3.047516,3.253448
756.6019,0.016755,-0.008952,-0.01421,-0.0065,-0.428818,0.903351,0.228431,0,-0.100805,Ground,3.047775,3.216324
756.6129,0.007635,-0.009099,-0.01421,-0.017914,-0.420609,0.907059,0.243575,0,-0.087537,Ground,3.029541,3.18927
756.6241,0.007635,-0.009099,-0.01421,-0.017914,-0.420609,0.907059,0.245323,0,-0.08862,Ground,3.029541,3.18927
756.6353,0.005815,-0.009136,-0.014199,-0.021744,-0.416946,0.908661,0.252159,0,-0.084739,Ground,3.029724,3.189941
756.6462,0.004154,-0.009163,-0.014197,-0.024368,-0.415863,0.909088,0.25357,0,-0.081817,Ground,3.039459,3.191742
756.6573,0.023017,-0.009485,-0.014072,-0.02478,-0.526718,0.84967,0.080444,0,-0.068274,Ground,3.202255,3.203613
756.6684,0.023017,-0.009485,-0.014072,-0.02478,-0.526718,0.84967,0.07739,0,-0.069039,Ground,3.202255,3.203613
756.6796,0.029218,-0.009359,-0.015186,-0.000443,-0.6483,0.761383,-0.141367,0,-0.088533,Ground,3.12294,3.136292
756.6907,0.017477,-0.010553,-0.012547,-0.081558,-0.635162,0.768036,-0.11518,0,0.020597,Ground,3.094879,3.217773
756.7017,0.017477,-0.010553,-0.012547,-0.081558,-0.635162,0.768036,-0.120257,0,0.018293,Ground,3.094879,3.217773
756.7128,0.02266,-0.009683,-0.015032,-0.014587,-0.627075,0.778809,-0.113383,0,-0.079263,Ground,3.059708,3.234009
756.7241,-0.010897,-0.010628,-0.014275,-0.107529,-0.56366,0.81897,-0.002113,0,0.040473,Ground,3.084976,3.222641
756.735,-0.011704,-0.01029,-0.014937,-0.070343,-0.581543,0.810455,-0.035332,0,-0.010974,Ground,3.088776,3.18895
756.7463,-0.011704,-0.01029,-0.014937,-0.070343,-0.581543,0.810455,-0.037025,0,-0.012967,Ground,3.088776,3.18895
756.7573,-0.000457,-0.009954,-0.015186,-0.051651,-0.60318,0.795914,-0.076384,0,-0.039845,Ground,3.090286,3.165558
756.7684,-0.000431,-0.009954,-0.015186,-0.048523,-0.59166,0.804718,-0.057036,0,-0.047634,Ground,3.16153,-1
756.7795,-0.000431,-0.009954,-0.015186,-0.048523,-0.59166,0.804718,-0.05722,0,-0.050285,Ground,3.16153,-1
756.7906,0.016669,-0.009614,-0.015266,-0.029739,-0.616318,0.786926,-0.100228,0,-0.078556,Ground,3.154541,3.165787
756.8017,0.00644,-0.009871,-0.015098,-0.049179,-0.587631,0.807617,-0.049769,0,-0.053239,Ground,3.107468,3.167831
756.8128,0.008492,-0.010015,-0.01475,-0.063995,-0.560318,0.82579,-0.004211,0,-0.032615,Ground,3.10994,3.206772
756.8239,0.008492,-0.010015,-0.01475,-0.063995,-0.560318,0.82579,-0.004503,0,-0.032729,Ground,3.10994,3.206772
756.835,0.003333,-0.010339,-0.014305,-0.07196,-0.537384,0.840241,0.032437,0,-0.020615,Ground,3.159836,3.21199
756.8461,-0.001696,-0.009968,-0.015193,-0.076157,-0.554504,0.828674,0.004367,0,-0.016706,Ground,3.159714,3.161942
756.8572,-0.001696,-0.009968,-0.015193,-0.076157,-0.554504,0.828674,0.005847,0,-0.017187,Ground,3.159714,3.161942
756.8684,0.00224,-0.009871,-0.015277,-0.063919,-0.559326,0.826462,0.002678,0,-0.035081,Ground,3.136703,3.163376
756.8795,0.025366,-0.009403,-0.015377,-0.034592,-0.626511,0.778626,-0.105603,0,-0.09036,Ground,3.130539,3.21051
756.8906,0.025366,-0.009403,-0.015377,-0.034592,-0.626511,0.778626,-0.101431,0,-0.092904,Ground,3.130539,3.21051
756.9017,0.030307,-0.009264,-0.0157,-0.057449,-0.628967,0.775299,-0.107668,0,-0.065298,Ground,3.129807,3.172028
756.9128,0.030521,-0.009251,-0.0158,-0.062958,-0.624497,0.778473,-0.096979,0,-0.059487,Ground,3.127792,3.122162
756.9238,0.029546,-0.009191,-0.015994,-0.082382,-0.622772,0.77803,-0.097256,0,-0.035922,Ground,3.126694,3.195511
756.9349,0.029546,-0.009191,-0.015994,-0.082382,-0.622772,0.77803,-0.093856,0,-0.039233,Ground,3.126694,3.195511
756.9461,0.028367,-0.009152,-0.016167,-0.085312,-0.618515,0.781113,-0.083763,0,-0.036384,Ground,3.13205,3.233063
756.9572,0.028979,-0.009118,-0.016259,-0.076813,-0.611969,0.78714,-0.064086,0,-0.046679,Ground,3.128616,3.235397
756.9683,0.028979,-0.009118,-0.016259,-0.076813,-0.611969,0.78714,-0.060004,0,-0.04856,Ground,3.128616,3.235397
756.9794,0.02957,-0.009068,-0.016317,-0.089127,-0.611038,0.78656,-0.061884,0,-0.033776,Ground,3.091782,3.237381
