time,head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,left_pos_x,left_pos_y,left_pos_z,left_rot_x,left_rot_y,left_rot_z,right_pos_x,right_pos_y,right_pos_z,right_rot_x,right_rot_y,right_rot_z,grab_force,grab,trigger
458.3759,-0.131413,1.400672,-0.02647,61.56599,1.061222,5.45615,0,0,0,0,0,0,0.101024,1.338289,-0.028084,300.4684,110.336,272.6162,0,False,False
458.3872,-0.131424,1.400641,-0.026823,61.59675,1.051043,5.401191,0,0,0,0,0,0,0.10101,1.338147,-0.028372,300.5244,110.3283,272.6404,0,False,False
458.3982,-0.131441,1.400656,-0.027216,61.62455,1.055979,5.367434,0,0,0,0,0,0,0.100952,1.338005,-0.028677,300.5555,110.306,272.6845,0,False,False
458.4092,-0.131467,1.400707,-0.027538,61.64029,1.064432,5.350128,0,0,0,0,0,0,0.101188,1.337808,-0.028926,300.5656,110.2374,272.8063,0,False,False
458.4205,-0.131496,1.400729,-0.027861,61.64686,1.04247,5.285294,0,0,0,0,0,0,0.101014,1.337737,-0.029268,300.5441,110.086,272.9821,0,False,False
458.4315,-0.131588,1.400764,-0.028129,61.63108,1.01387,5.227168,0,0,0,0,0,0,0.101018,1.337763,-0.029635,300.549,110.026,273.0048,0,False,False
458.4426,-0.131609,1.400807,-0.028416,61.59938,1.014275,5.207802,0,0,0,0,0,0,0.100788,1.337663,-0.030089,300.5621,110.029,272.9892,0,False,False
458.4537,-0.131651,1.400881,-0.028623,61.56215,1.013875,5.158479,0,0,0,0,0,0,0.100816,1.337589,-0.030455,300.5797,110.0492,273.0184,0,False,False
458.4649,-0.131678,1.40094,-0.028806,61.53393,1.043129,5.154068,0,0,0,0,0,0,0.100697,1.337502,-0.030792,300.6006,110.0536,273.1021,0,False,False
458.4759,-0.131714,1.401029,-0.029069,61.52547,1.101347,5.177406,0,0,0,0,0,0,0.100722,1.337543,-0.031056,300.6045,110.0863,273.1261,0,False,False
458.4871,-0.131774,1.40108,-0.029349,61.52748,1.182389,5.212556,0,0,0,0,0,0,0.100664,1.337541,-0.031305,300.597,110.1138,273.1547,0,False,False
458.4981,-0.131854,1.401133,-0.029655,61.5393,1.28904,5.284764,0,0,0,0,0,0,0.100599,1.337526,-0.031462,300.5446,110.1355,273.2025,0,False,False
458.5092,-0.131916,1.401165,-0.029981,61.57127,1.342327,5.325891,0,0,0,0,0,0,0.100585,1.33753,-0.031676,300.5004,110.1307,273.2494,0,False,False
458.5204,-0.132092,1.401166,-0.030343,61.59512,1.401477,5.362524,0,0,0,0,0,0,0.100526,1.337435,-0.031927,300.5043,110.2362,273.1846,0,False,False
458.5315,-0.132156,1.401219,-0.030642,61.61824,1.416375,5.352,0,0,0,0,0,0,0.100453,1.337314,-0.032332,300.506,110.3867,273.1428,0,False,False
458.5426,-0.132317,1.401252,-0.03095,61.6242,1.467365,5.383613,0,0,0,0,0,0,0.100417,1.337303,-0.032548,300.4893,110.3817,273.2737,0,False,False
458.5536,-0.132457,1.40128,-0.031213,61.63591,1.511155,5.392737,0,0,0,0,0,0,0.100393,1.337329,-0.032835,300.4752,110.4034,273.3449,0,False,False
458.5648,-0.132618,1.401302,-0.031374,61.6152,1.551113,5.396905,0,0,0,0,0,0,0.100433,1.33742,-0.033025,300.4748,110.3018,273.4084,0,False,False
458.5759,-0.132812,1.401362,-0.031536,61.59142,1.589236,5.413034,0,0,0,0,0,0,0.100483,1.337484,-0.033234,300.4964,110.3005,273.3885,0,False,False
