experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,trial_no,scene,target,response_mode,shift_x,shift_y,shift_z,view_rotation,preview_label,t_starting_pos,standing_y_rotation,target_label,target_pos_x,target_pos_y,target_pos_z,target_euler_x,target_euler_y,target_euler_z,target_bbox_center_x,target_bbox_center_y,target_bbox_center_z,target_bbox_size_x,target_bbox_size_y,target_bbox_size_z,t_scene_preview_start,t_scene_preview_end,t_response_start,t_response_end,response_pos_x_pivot,response_pos_y_pivot,response_pos_z_pivot,response_euler_x,response_euler_y,response_euler_z,tar_error_pos,tar_error_pos_x,tar_error_pos_y,tar_error_pos_z,tar_error_angle,tar_error_euler_x,tar_error_euler_y,tar_error_euler_z,standing_pos_x,standing_pos_y,standing_pos_z,VR_move_location_0,Eye_gaze_location_0
Pilot_Kitchen_stick,9,2,1,1,1,17.79271,58.36256,6,K01,K01_L07,stick,0,0,0,270,Espresso Machine,38.33732,271.4636,coffeemaker,-1.82445,0.880285,-0.854397,358.1284,90.56697,358.8811,-1.764189,1.051043,-0.853803,0.345148,0.352667,0.277094,39.82608,43.1134,45.12356,57.34077,-1.829497,0.894269,-0.867605,18.66288,252.1315,352.7252,0.019886,-0.005047,0.013984,-0.013208,162.786,-339.4655,161.5645,-6.155945,-1.341868,1.504327,-0.876093,Pilot_Kitchen_stick/9/S002/trackers/VR_move_T001.csv,Pilot_Kitchen_stick/9/S002/trackers/Eye_gaze_T001.csv
Pilot_Kitchen_stick,9,2,2,1,2,59.37342,74.11164,10,K01,K01_L19,stick,0,0,0,270,Kettle,64.40457,270.7228,electrickettle,-1.815528,0.88442,-1.188014,359.4425,51.20193,359.9249,-1.83694,1.015495,-1.169477,0.279372,0.263917,0.277038,64.91541,66.80367,68.81387,73.08994,-1.821474,0.889801,-1.19363,29.31504,234.3973,1.118992,0.009791,-0.005947,0.005381,-0.005616,177.2093,-330.1274,183.1954,-358.8059,-1.306673,1.504642,-1.178996,Pilot_Kitchen_stick/9/S002/trackers/VR_move_T002.csv,Pilot_Kitchen_stick/9/S002/trackers/Eye_gaze_T002.csv
Pilot_Kitchen_stick,9,2,3,1,3,75.12242,88.33931,9,K01,K01_L12,stick,0,0,0,0,Banana,80.30911,1.600351,banana,0.050392,0.908097,1.171279,276.2014,165.8417,147.4809,0.03991,0.907322,1.177484,0.224758,0.057988,0.228644,80.82003,82.23062,84.24108,87.31747,0.078045,0.891017,1.177803,34.76174,326.7543,6.832919,0.03315,0.027653,-0.01708,0.006523,131.1043,-241.4397,160.9125,-140.648,-0.057548,1.519803,0.777357,Pilot_Kitchen_stick/9/S002/trackers/VR_move_T003.csv,Pilot_Kitchen_stick/9/S002/trackers/Eye_gaze_T003.csv
Pilot_Kitchen_stick,9,2,4,1,4,89.35012,101.4895,4,K01,K01_L09,stick,0,0,0,90,Plate,93.30396,92.21365,tablesetting,1.346949,0.883812,0.447195,1.149957,175.9449,2.014389,1.376723,0.896645,0.467217,0.431217,0.056127,0.360425,93.81493,94.90352,96.91364,100.4677,1.371592,0.875816,0.434326,34.97682,19.83376,3.351977,0.028928,0.024643,-0.007996,-0.012869,157.574,33.82686,-156.1111,1.337588,0.989876,1.520562,0.271663,Pilot_Kitchen_stick/9/S002/trackers/VR_move_T004.csv,Pilot_Kitchen_stick/9/S002/trackers/Eye_gaze_T004.csv
Pilot_Kitchen_stick,9,2,5,1,5,102.5003,115.1395,5,K01,K01_L04,stick,0,0,0,0,Breadbasket,106.5874,0.763829,bunsinbasket,-1.087051,0.883797,1.18928,0.60304,67.68452,1.555164,-1.088983,0.950319,1.190754,0.301863,0.325402,0.296634,107.0983,108.6644,110.6747,114.1178,-1.12656,0.888321,1.209301,39.66803,259.3897,11.24398,0.044522,-0.039508,0.004524,0.020021,172.3352,39.06499,191.7052,9.688815,-0.864083,1.523186,0.833132,Pilot_Kitchen_stick/9/S002/trackers/VR_move_T005.csv,Pilot_Kitchen_stick/9/S002/trackers/Eye_gaze_T005.csv
Pilot_Kitchen_stick,9,2,6,1,6,116.1506,129.6225,7,K01,K01_L15,stick,0,0,0,270,Water Bottle,120.2263,271.0472,waterbottle,-1.392051,0.883097,-1.231805,0.516519,199.2043,358.5333,-1.400844,0.984469,-1.230697,0.092938,0.203459,0.086649,120.7372,122.9143,124.9244,128.6007,-1.374346,0.887552,-1.276196,44.45123,170.8613,16.44895,0.047999,0.017705,0.004455,-0.044392,58.23387,43.93472,-28.343,-342.0843,-1.024445,1.528014,-1.079363,Pilot_Kitchen_stick/9/S002/trackers/VR_move_T006.csv,Pilot_Kitchen_stick/9/S002/trackers/Eye_gaze_T006.csv
Pilot_Kitchen_stick,9,2,7,1,7,130.6333,145.7715,7,K01,K01_L15,stick,0,0,0,270,Water Bottle,135.2647,268.529,waterbottle,-1.392051,0.883097,-1.231805,0.516519,199.2043,358.5333,-1.400844,0.984469,-1.230697,0.092938,0.203459,0.086649,135.7756,138.3856,140.3961,144.7497,-1.374757,0.886502,-1.242467,47.31161,183.6352,22.87135,0.0206,0.017294,0.003405,-0.010662,57.36148,46.79509,-15.56906,-335.6619,-0.970117,1.509557,-1.131546,Pilot_Kitchen_stick/9/S002/trackers/VR_move_T007.csv,Pilot_Kitchen_stick/9/S002/trackers/Eye_gaze_T007.csv
Pilot_Kitchen_stick,9,2,8,1,8,146.7822,159.5883,8,K01,K01_L13,stick,0,0,0,0,Cutting Board,151.225,2.412635,cuttingboard,-1.437559,0.891825,1.196799,272.964,60.09008,300.075,-1.436887,0.906805,1.197186,0.245887,0.05029,0.364747,151.7358,153.1908,155.201,158.5663,-1.458615,0.891307,1.177464,43.24438,252.5388,22.62616,0.028591,-0.021056,-0.000518,-0.019335,147.6212,-229.7196,192.4488,-277.4489,-1.142782,1.479431,0.809954,Pilot_Kitchen_stick/9/S002/trackers/VR_move_T008.csv,Pilot_Kitchen_stick/9/S002/trackers/Eye_gaze_T008.csv
Pilot_Kitchen_stick,9,2,9,1,9,160.5989,172.5495,3,K01,K01_L16,stick,0,0,0,90,Flowers,164.8194,91.02459,flowers,1.069949,0.867997,0.834195,0.462501,110.9224,358.712,1.072386,1.089711,0.836063,0.476981,0.447812,0.470179,165.3301,166.7963,168.8067,171.5278,1.055627,0.891662,0.820923,55.22377,1.620854,28.3708,0.03068,-0.014322,0.023665,-0.013273,132.9522,54.76126,-109.3015,-330.3412,0.64247,1.499013,0.684811,Pilot_Kitchen_stick/9/S002/trackers/VR_move_T009.csv,Pilot_Kitchen_stick/9/S002/trackers/Eye_gaze_T009.csv
Pilot_Kitchen_stick,9,2,10,1,10,173.5602,188.3098,6,K01,K01_L07,stick,0,0,0,270,Espresso Machine,178.8693,268.2394,coffeemaker,-1.82445,0.880285,-0.854397,358.1284,90.56697,358.8811,-1.764189,1.051043,-0.853803,0.345148,0.352667,0.277094,179.3801,181.4795,183.4796,187.2881,-1.801669,0.886648,-0.854898,29.36951,212.7794,13.91712,0.023659,0.022781,0.006363,-0.0005,121.5073,-328.7589,122.2125,-344.964,-1.311475,1.520746,-0.76506,Pilot_Kitchen_stick/9/S002/trackers/VR_move_T010.csv,Pilot_Kitchen_stick/9/S002/trackers/Eye_gaze_T010.csv
