time,ori_x,ori_y,ori_z,dir_x,dir_y,dir_z,gaze_x,gaze_y,gaze_z,gaze_object,pupil_l,pupil_r
443.532,0.028953,0.002402,-0.026411,0.005539,-0.448792,0.893601,0.012367,0,-0.054822,Ground,2.483719,-1
443.5435,0.028953,0.002402,-0.026411,0.005539,-0.448792,0.893601,0.013844,0,-0.055065,Ground,2.483719,-1
443.5543,0.028961,0.002402,-0.026411,0.004089,-0.447495,0.894272,0.01716,0,-0.052725,Ground,2.483688,-1
443.5654,0.028962,0.002402,-0.0264,0.001907,-0.447266,0.894394,0.017981,0,-0.049546,Ground,2.48439,-1
443.5765,0.028962,0.002402,-0.0264,0.001907,-0.447266,0.894394,0.018429,0,-0.049807,Ground,2.48439,-1
443.5877,0.028968,0.002386,-0.026321,0.003052,-0.448608,0.893707,0.017148,0,-0.051801,Ground,2.500809,-1
443.5988,0.028973,0.002371,-0.026267,0.002884,-0.449417,0.893311,0.016272,0,-0.051863,Ground,2.502213,-1
443.6099,0.028976,0.002308,-0.026115,-0.002304,-0.446579,0.89473,0.021455,0,-0.043046,Ground,2.505157,-1
443.621,0.028976,0.002308,-0.026115,-0.002304,-0.446579,0.89473,0.022539,0,-0.042794,Ground,2.505157,-1
443.632,0.028984,0.002272,-0.026059,-0.002472,-0.441254,0.897369,0.032537,0,-0.041028,Ground,2.5392,-1
443.6431,0.028993,0.002265,-0.026013,-0.001205,-0.442566,0.896729,0.030827,0,-0.042911,Ground,2.540421,-1
443.6544,0.028993,0.002265,-0.026013,-0.001205,-0.442566,0.896729,0.03118,0,-0.042246,Ground,2.540421,-1
443.6653,0.028995,0.002265,-0.026013,-0.000809,-0.444717,0.89566,0.027055,0,-0.042838,Ground,2.553513,-1
443.6766,0.028995,0.002265,-0.026013,-0.002625,-0.446014,0.895004,0.023935,0,-0.040107,Ground,2.547852,-1
443.6876,0.028995,0.002265,-0.026013,-0.002625,-0.446014,0.895004,0.022965,0,-0.040334,Ground,2.547852,-1
443.6988,0.028996,0.002265,-0.026013,-0.002441,-0.445419,0.895309,0.022922,0,-0.041257,Ground,2.553619,-1
443.7098,0.028996,0.002266,-0.026014,-0.000504,-0.447479,0.894287,0.019501,0,-0.045615,Ground,2.570465,-1
443.7212,0.028996,0.002284,-0.026097,-0.000595,-0.446671,0.894684,0.020542,0,-0.04635,Ground,2.54567,-1
443.7321,0.028996,0.002284,-0.026097,-0.000595,-0.446671,0.894684,0.020947,0,-0.047422,Ground,2.54567,-1
443.7432,0.028996,0.002301,-0.026182,0.000565,-0.445175,0.895432,0.024807,0,-0.049744,Ground,2.542862,-1
443.7542,0.028996,0.00232,-0.026261,0.00148,-0.44458,0.895721,0.027255,0,-0.051807,Ground,2.509598,-1
443.7653,0.028996,0.00232,-0.026261,0.00148,-0.44458,0.895721,0.029365,0,-0.052153,Ground,2.509598,-1
443.7764,0.028985,0.002334,-0.026298,0.00354,-0.444901,0.895569,0.031274,0,-0.055935,Ground,2.502869,-1
443.7875,0.028971,0.002346,-0.0263,0.001953,-0.445236,0.895401,0.03292,0,-0.053614,Ground,2.49321,-1
443.7987,0.028971,0.002346,-0.0263,0.001953,-0.445236,0.895401,0.035631,0,-0.053524,Ground,2.49321,-1
443.8099,0.028966,0.002355,-0.0263,0.002838,-0.439957,0.897995,0.048261,0,-0.053296,Ground,2.502518,-1
443.8209,0.028959,0.002371,-0.026301,0.000839,-0.442352,0.896835,0.046552,0,-0.050259,Ground,2.492935,-1
443.8319,0.028959,0.002371,-0.026301,0.000839,-0.442352,0.896835,0.049402,0,-0.049189,Ground,2.492935,-1
443.843,0.028958,0.002371,-0.0263,-0.000458,-0.44252,0.896744,0.051586,0,-0.045431,Ground,2.493301,-1
443.8543,0.028954,0.002371,-0.026133,0.002197,-0.452179,0.891907,0.03829,0,-0.049862,Ground,2.497955,-1
443.8653,0.028952,0.002359,-0.026085,-0.000519,-0.453171,0.891419,0.037763,0,-0.043591,Ground,2.481186,-1
443.8765,0.028952,0.002359,-0.026085,-0.000519,-0.453171,0.891419,0.038704,0,-0.040496,Ground,2.481186,-1
443.8875,0.02895,0.002353,-0.026084,-0.003586,-0.45668,0.889618,0.032111,0,-0.033761,Ground,2.506241,-1
443.8986,0.028948,0.002348,-0.026084,-0.003769,-0.456024,0.889954,0.032912,0,-0.030252,Ground,2.528778,-1
443.9097,0.028948,0.002348,-0.026084,-0.003769,-0.456024,0.889954,0.032244,0,-0.027447,Ground,2.528778,-1
443.9208,0.028948,0.002331,-0.026084,-0.001053,-0.455795,0.890076,0.033526,0,-0.028801,Ground,2.52861,-1
443.9319,0.028948,0.002331,-0.026096,-0.001221,-0.456451,0.88974,0.033288,0,-0.026799,Ground,2.517303,-1
443.943,0.028948,0.002331,-0.026096,-0.001221,-0.456451,0.88974,0.035759,0,-0.02428,Ground,2.517303,-1
