experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,trial_no,scene,target,response_mode,shift_x,shift_y,shift_z,view_rotation,preview_label,t_starting_pos,standing_y_rotation,target_label,target_pos_x,target_pos_y,target_pos_z,target_euler_x,target_euler_y,target_euler_z,target_bbox_center_x,target_bbox_center_y,target_bbox_center_z,target_bbox_size_x,target_bbox_size_y,target_bbox_size_z,t_scene_preview_start,t_scene_preview_end,t_response_start,t_response_end,response_pos_x_pivot,response_pos_y_pivot,response_pos_z_pivot,response_euler_x,response_euler_y,response_euler_z,tar_error_pos,tar_error_pos_x,tar_error_pos_y,tar_error_pos_z,response_bbox_center_x,response_bbox_center_y,response_bbox_center_z,tar_error_bbox,tar_error_bbox_x,tar_error_bbox_y,tar_error_bbox_z,tar_error_angle,tar_error_euler_x,tar_error_euler_y,tar_error_euler_z,standing_pos_x,standing_pos_y,standing_pos_z,VR_move_location_0,Eye_gaze_location_0
Pilot_Kitchen_cube,15,3,1,1,1,13.47554,38.30263,4,K01,K01_L09,cube,0,0,0,90,Plate,25.9412,85.78182,tablesetting,1.346949,0.883812,0.447195,1.149957,175.9449,2.014389,1.376723,0.896645,0.467217,0.431217,0.056127,0.360425,27.4507,28.31787,30.32819,37.28092,1.359216,0.876244,0.442026,356.8185,357.8176,357.8527,0.015312,0.012267,-0.007568,-0.005169,1.361193,0.926132,0.439327,0.043457,-0.015529,0.029487,-0.027891,178.2036,355.6685,181.8728,355.8383,-0.00834,1.700626,-0.094776,Pilot_Kitchen_cube/15/S003/trackers/VR_move_T001.csv,Pilot_Kitchen_cube/15/S003/trackers/Eye_gaze_T001.csv
Pilot_Kitchen_cube,15,3,2,1,2,39.31336,51.86398,9,K01,K01_L12,cube,0,0,0,0,Banana,40.34629,358.7294,banana,0.050392,0.908097,1.171279,276.2014,165.8417,147.4809,0.03991,0.907322,1.177484,0.224758,0.057988,0.228644,40.85715,42.32338,44.33367,50.84213,0.074534,0.896809,1.163045,2.223959,2.29693,358.1599,0.027893,0.024141,-0.011289,-0.008234,0.076216,0.946745,1.164919,0.055048,0.036306,0.039424,-0.012566,106.8585,-273.9774,-163.5448,210.679,-0.325181,1.688906,-0.090564,Pilot_Kitchen_cube/15/S003/trackers/VR_move_T002.csv,Pilot_Kitchen_cube/15/S003/trackers/Eye_gaze_T002.csv
Pilot_Kitchen_cube,15,3,3,1,3,52.8746,76.24316,1,K01,K01_L05,cube,0,0,0,180,Plant,59.88298,173.5187,plant,0.740949,0.010997,-1.475805,357.0071,116.5166,356.3118,0.689599,0.494938,-1.514348,1.09479,0.991716,0.990528,60.39367,63.23716,65.24744,75.22117,0.742353,0.112134,-1.444731,282.9629,11.52201,347.1339,0.105812,0.001404,0.101136,0.031074,0.743774,0.123068,-1.4935,0.376373,0.054176,-0.37187,0.020848,127.3199,-74.04425,-104.9946,-9.177887,-0.005844,1.666051,0.054253,Pilot_Kitchen_cube/15/S003/trackers/VR_move_T003.csv,Pilot_Kitchen_cube/15/S003/trackers/Eye_gaze_T003.csv
Pilot_Kitchen_cube,15,3,4,1,4,77.25372,92.05882,4,K01,K01_L09,cube,0,0,0,90,Plate,80.21923,85.19483,tablesetting,1.346949,0.883812,0.447195,1.149957,175.9449,2.014389,1.376723,0.896645,0.467217,0.431217,0.056127,0.360425,80.73,82.2961,84.30637,91.03699,1.335667,0.866495,0.425666,353.692,356.2359,347.6938,0.029844,-0.011281,-0.017317,-0.021529,1.346654,0.91505,0.42101,0.058121,-0.030069,0.018405,-0.046208,179.6454,352.542,180.291,345.6794,0.230995,1.675082,0.252287,Pilot_Kitchen_cube/15/S003/trackers/VR_move_T004.csv,Pilot_Kitchen_cube/15/S003/trackers/Eye_gaze_T004.csv
Pilot_Kitchen_cube,15,3,5,1,5,93.0694,111.0067,10,K01,K01_L19,cube,0,0,0,270,Kettle,100.1111,273.018,electrickettle,-1.815528,0.88442,-1.188014,359.4425,51.20193,359.9249,-1.83694,1.015495,-1.169477,0.279372,0.263917,0.277038,100.622,102.2881,104.2984,109.9849,-1.793,0.883081,-1.215092,1.605853,359.6871,5.636366,0.03525,0.022528,-0.001339,-0.027079,-1.797918,0.93282,-1.213725,0.101567,0.039022,-0.082676,-0.044248,51.90288,-357.8366,308.4852,-354.2886,-0.925325,1.62142,-0.700103,Pilot_Kitchen_cube/15/S003/trackers/VR_move_T005.csv,Pilot_Kitchen_cube/15/S003/trackers/Eye_gaze_T005.csv
Pilot_Kitchen_cube,15,3,6,1,6,112.0173,124.8236,8,K01,K01_L13,cube,0,0,0,0,Cutting Board,113.0614,5.486214,cuttingboard,-1.437559,0.891825,1.196799,272.964,60.09008,300.075,-1.436887,0.906805,1.197186,0.245887,0.05029,0.364747,113.5723,114.9941,117.0043,123.8015,-1.456083,0.877079,1.217282,359.9667,348.6512,356.1884,0.031306,-0.018523,-0.014745,0.020482,-1.452818,0.926969,1.217907,0.033011,-0.015931,0.020164,0.020721,89.71864,87.00269,288.5612,56.11334,-0.170957,1.707559,-0.176763,Pilot_Kitchen_cube/15/S003/trackers/VR_move_T006.csv,Pilot_Kitchen_cube/15/S003/trackers/Eye_gaze_T006.csv
Pilot_Kitchen_cube,15,3,7,1,7,125.8341,140.2281,6,K01,K01_L07,cube,0,0,0,270,Espresso Machine,129.0771,269.7301,coffeemaker,-1.82445,0.880285,-0.854397,358.1284,90.56697,358.8811,-1.764189,1.051043,-0.853803,0.345148,0.352667,0.277094,129.588,131.8094,133.8197,139.2064,-1.796043,0.898752,-0.852382,358.6601,0.208666,14.76414,0.033942,0.028407,0.018467,0.002015,-1.808789,0.947088,-0.853467,0.113119,-0.0446,-0.103955,0.000337,91.00617,0.531708,-90.35831,-344.117,-0.406852,1.6913,-0.347614,Pilot_Kitchen_cube/15/S003/trackers/VR_move_T007.csv,Pilot_Kitchen_cube/15/S003/trackers/Eye_gaze_T007.csv
Pilot_Kitchen_cube,15,3,8,1,8,141.2389,152.2123,8,K01,K01_L13,cube,0,0,0,0,Cutting Board,142.3273,1.211474,cuttingboard,-1.437559,0.891825,1.196799,272.964,60.09008,300.075,-1.436887,0.906805,1.197186,0.245887,0.05029,0.364747,142.8383,144.1822,146.1925,151.1904,-1.457152,0.8797,1.235203,5.261525,356.3289,359.2543,0.044785,-0.019593,-0.012125,0.038404,-1.456797,0.929485,1.23982,0.052234,-0.01991,0.02268,0.042634,93.95765,-267.7025,296.2389,59.17926,-0.574712,1.678171,0.261517,Pilot_Kitchen_cube/15/S003/trackers/VR_move_T008.csv,Pilot_Kitchen_cube/15/S003/trackers/Eye_gaze_T008.csv
Pilot_Kitchen_cube,15,3,9,1,9,153.2231,164.4075,8,K01,K01_L13,cube,0,0,0,0,Cutting Board,153.9782,357.3122,cuttingboard,-1.437559,0.891825,1.196799,272.964,60.09008,300.075,-1.436887,0.906805,1.197186,0.245887,0.05029,0.364747,154.4891,156.278,158.2876,163.3855,-1.455157,0.878691,1.221478,359.9938,349.8268,351.2014,0.033034,-0.017598,-0.013133,0.024679,-1.447628,0.928103,1.222824,0.035018,-0.010741,0.021298,0.025638,90.17516,87.02979,289.7368,51.12634,-0.6112,1.674001,0.188016,Pilot_Kitchen_cube/15/S003/trackers/VR_move_T009.csv,Pilot_Kitchen_cube/15/S003/trackers/Eye_gaze_T009.csv
Pilot_Kitchen_cube,15,3,10,1,10,165.4182,179.8233,4,K01,K01_L09,cube,0,0,0,90,Plate,170.1828,86.63692,tablesetting,1.346949,0.883812,0.447195,1.149957,175.9449,2.014389,1.376723,0.896645,0.467217,0.431217,0.056127,0.360425,170.6938,172.2154,174.2257,178.8019,1.350145,0.883123,0.397508,0.508209,9.364126,355.5262,0.049795,0.003196,-0.000689,-0.049688,1.354065,0.932968,0.397309,0.081975,-0.022658,0.036324,-0.069908,166.5087,-0.641748,-166.5807,353.5118,0.418582,1.65737,0.205881,Pilot_Kitchen_cube/15/S003/trackers/VR_move_T010.csv,Pilot_Kitchen_cube/15/S003/trackers/Eye_gaze_T010.csv
