time,ori_x,ori_y,ori_z,dir_x,dir_y,dir_z,gaze_x,gaze_y,gaze_z,gaze_object,pupil_l,pupil_r
197.7542,0.002819,-0.001326,-0.021361,-0.092834,0.035934,0.995026,-2.121289,0,30.12678,Ground,3.449936,3.635681
198.0875,0.003257,-0.001301,-0.021376,-0.091248,0.036774,0.995148,-1.728194,0,20.09521,Ground,3.450989,3.633163
198.0961,0.002873,-0.001325,-0.021342,-0.090897,0.036377,0.995194,-1.717581,0,20.0399,Ground,3.450867,3.633286
198.101,0.002873,-0.001325,-0.021342,-0.090897,0.036377,0.995194,-1.71928,0,20.02161,Ground,3.450867,3.633286
198.1077,0.002873,-0.001325,-0.021342,-0.090897,0.036377,0.995194,-1.725793,0,20.15802,Ground,3.450867,3.633286
198.119,0.001824,-0.001391,-0.021266,-0.091705,0.036362,0.995117,-1.740074,0,20.13087,Ground,3.450592,3.627289
198.1299,0.0019,-0.001387,-0.021266,-0.090881,0.036606,0.995178,-1.725917,0,20.20438,Ground,3.421829,3.62384
198.1412,0.0019,-0.001387,-0.021266,-0.090881,0.036606,0.995178,-1.728604,0,20.24703,Ground,3.421829,3.62384
198.1522,0.003468,-0.001292,-0.021326,-0.089966,0.036423,0.99527,-1.698816,0,20.20228,Ground,3.422134,3.638382
198.1633,0.003179,-0.001317,-0.021265,-0.091064,0.035309,0.995209,-1.691855,0,19.91007,Ground,3.447281,3.639694
198.1743,0.003179,-0.001317,-0.021265,-0.091064,0.035309,0.995209,-1.691718,0,19.9323,Ground,3.447281,3.639694
198.1853,0.002332,-0.00137,-0.021216,-0.091614,0.03537,0.995163,-1.709429,0,20.07088,Ground,3.408936,3.646561
198.1965,-0.001348,-0.00165,-0.02055,-0.085052,0.045136,0.995346,-1.798825,0,23.06682,Ground,3.330948,3.598541
198.2076,-0.027233,-0.002993,-0.019879,-0.057159,0.070374,0.99588,-1.782299,0,36.69233,Ground,3.51358,3.566635
198.219,-0.027233,-0.002993,-0.019879,-0.057159,0.070374,0.99588,-1.773124,0,36.58651,Ground,3.51358,3.566635
198.2299,-0.028246,-0.002956,-0.020034,-0.039337,0.068497,0.996872,-1.054618,0,34.81097,Ground,3.345169,3.512466
198.2408,-0.028946,-0.002991,-0.020062,-0.040298,0.058426,0.997467,-0.889381,0,28.29475,Ground,3.455078,3.579865
198.2521,-0.028946,-0.002991,-0.020062,-0.040298,0.058426,0.997467,-0.873285,0,28.14815,Ground,3.455078,3.579865
198.2632,-0.028599,-0.002936,-0.020129,-0.046021,0.067596,0.996643,-1.231728,0,33.77283,Ground,3.421753,3.40036
198.2745,-0.018939,-0.002432,-0.020283,-0.035095,0.065079,0.997253,-0.803671,0,31.6552,Ground,3.398804,3.396606
198.2857,-0.018939,-0.002432,-0.020283,-0.035095,0.065079,0.997253,-0.791694,0,31.5437,Ground,3.398804,3.396606
