experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,trial_no,scene,target,response_mode,shift_x,shift_y,shift_z,view_rotation,preview_label,t_starting_pos,standing_y_rotation,target_label,target_pos_x,target_pos_y,target_pos_z,target_euler_x,target_euler_y,target_euler_z,target_bbox_center_x,target_bbox_center_y,target_bbox_center_z,target_bbox_size_x,target_bbox_size_y,target_bbox_size_z,t_scene_preview_start,t_scene_preview_end,t_response_start,t_response_end,response_pos_x_pivot,response_pos_y_pivot,response_pos_z_pivot,response_euler_x,response_euler_y,response_euler_z,tar_error_pos,tar_error_pos_x,tar_error_pos_y,tar_error_pos_z,tar_error_angle,tar_error_euler_x,tar_error_euler_y,tar_error_euler_z,standing_pos_x,standing_pos_y,standing_pos_z,VR_move_location_0,Eye_gaze_location_0
Pilot_Kitchen_laser,12,4,1,1,1,22.78278,39.46574,6,K01,K01_L07,laser,0,0,0,270,Espresso Machine,29.24764,264.3961,coffeemaker,-1.82445,0.880285,-0.854397,358.1284,90.56697,358.8811,-1.764189,1.051043,-0.853803,0.345148,0.352667,0.277094,30.7294,32.59068,34.60112,38.44407,-1.768479,0.886198,-0.810821,0,0,0,0.07118,0.055971,0.005913,0.043577,90.56924,-358.1284,-90.56697,-358.8811,-0.044667,1.569558,-0.05212,Pilot_Kitchen_laser/12/S004/trackers/VR_move_T001.csv,Pilot_Kitchen_laser/12/S004/trackers/Eye_gaze_T001.csv
Pilot_Kitchen_laser,12,4,2,1,2,40.4765,48.8176,1,K01,K01_L05,laser,0,0,0,180,Plant,42.99764,178.6748,plant,0.740949,0.010997,-1.475805,357.0071,116.5166,356.3118,0.689599,0.494938,-1.514348,1.09479,0.991716,0.990528,43.50859,44.67485,46.68509,47.7957,0.729322,0.00527,-1.49761,0,0,0,0.025367,-0.011627,-0.005727,-0.021806,116.4812,-357.0071,-116.5166,-356.3118,0.047749,1.535201,-0.136466,Pilot_Kitchen_laser/12/S004/trackers/VR_move_T002.csv,Pilot_Kitchen_laser/12/S004/trackers/Eye_gaze_T002.csv
Pilot_Kitchen_laser,12,4,3,1,3,49.82819,59.99074,2,K01,K01_L25,laser,0,0,0,90,Painting,53.61561,88.3035,picture,1.870949,1.47049,0.304973,0,270,0,1.857929,1.846447,0.356637,0.02604,0.516962,0.933721,54.12654,55.64813,57.65841,58.96896,1.86996,1.8639,0.380729,0,0,0,0.400639,-0.000988,0.393411,0.075755,90,0,-270,0,0.134802,1.607082,0.008775,Pilot_Kitchen_laser/12/S004/trackers/VR_move_T003.csv,Pilot_Kitchen_laser/12/S004/trackers/Eye_gaze_T003.csv
Pilot_Kitchen_laser,12,4,4,1,4,61.00161,72.19704,5,K01,K01_L04,laser,0,0,0,0,Breadbasket,65.51093,0.95881,bunsinbasket,-1.087051,0.883797,1.18928,0.60304,67.68452,1.555164,-1.088983,0.950319,1.190754,0.301863,0.325402,0.296634,66.02164,67.12133,69.13152,71.17519,-1.044682,0.886198,1.157678,0,0,0,0.052911,0.04237,0.002401,-0.031601,67.69444,-0.60304,-67.68452,-1.555164,-0.083687,1.55919,0.110474,Pilot_Kitchen_laser/12/S004/trackers/VR_move_T004.csv,Pilot_Kitchen_laser/12/S004/trackers/Eye_gaze_T004.csv
Pilot_Kitchen_laser,12,4,5,1,5,73.20757,80.18254,5,K01,K01_L04,laser,0,0,0,0,Breadbasket,74.86259,358.0302,bunsinbasket,-1.087051,0.883797,1.18928,0.60304,67.68452,1.555164,-1.088983,0.950319,1.190754,0.301863,0.325402,0.296634,75.37352,76.3287,78.33906,79.16087,-1.07769,0.886198,1.213177,0,0,0,0.025777,0.009362,0.002401,0.023897,67.69444,-0.60304,-67.68452,-1.555164,-0.086662,1.555598,0.104185,Pilot_Kitchen_laser/12/S004/trackers/VR_move_T005.csv,Pilot_Kitchen_laser/12/S004/trackers/Eye_gaze_T005.csv
Pilot_Kitchen_laser,12,4,6,1,6,81.19335,89.801,6,K01,K01_L07,laser,0,0,0,270,Espresso Machine,83.98118,269.2882,coffeemaker,-1.82445,0.880285,-0.854397,358.1284,90.56697,358.8811,-1.764189,1.051043,-0.853803,0.345148,0.352667,0.277094,84.49192,85.92479,87.93507,88.77922,-1.712053,0.886198,-0.819352,0,0,0,0.117882,0.112397,0.005913,0.035045,90.56924,-358.1284,-90.56697,-358.8811,-0.193566,1.56303,-0.011623,Pilot_Kitchen_laser/12/S004/trackers/VR_move_T006.csv,Pilot_Kitchen_laser/12/S004/trackers/Eye_gaze_T006.csv
Pilot_Kitchen_laser,12,4,7,1,7,90.81167,100.43,2,K01,K01_L25,laser,0,0,0,90,Painting,94.59894,87.74764,picture,1.870949,1.47049,0.304973,0,270,0,1.857929,1.846447,0.356637,0.02604,0.516962,0.933721,95.09894,96.43158,98.44189,99.4081,1.86996,1.835084,0.382269,0,0,0,0.372699,-0.000988,0.364594,0.077295,90,0,-270,0,0.121889,1.607383,0.037151,Pilot_Kitchen_laser/12/S004/trackers/VR_move_T007.csv,Pilot_Kitchen_laser/12/S004/trackers/Eye_gaze_T007.csv
Pilot_Kitchen_laser,12,4,8,1,8,101.4407,111.7477,5,K01,K01_L04,laser,0,0,0,0,Breadbasket,105.9833,353.0749,bunsinbasket,-1.087051,0.883797,1.18928,0.60304,67.68452,1.555164,-1.088983,0.950319,1.190754,0.301863,0.325402,0.296634,106.4942,107.7826,109.7929,110.7258,-0.945466,0.886198,1.107027,0,0,0,0.163761,0.141585,0.002401,-0.082253,67.69444,-0.60304,-67.68452,-1.555164,-0.093411,1.556544,0.096897,Pilot_Kitchen_laser/12/S004/trackers/VR_move_T008.csv,Pilot_Kitchen_laser/12/S004/trackers/Eye_gaze_T008.csv
Pilot_Kitchen_laser,12,4,9,1,9,112.7582,121.377,9,K01,K01_L12,laser,0,0,0,0,Banana,114.6354,356.0946,banana,0.050392,0.908097,1.171279,276.2014,165.8417,147.4809,0.03991,0.907322,1.177484,0.224758,0.057988,0.228644,115.1462,116.668,118.6783,120.3553,0.065044,0.886198,1.141698,0,0,0,0.039615,0.014651,-0.021899,-0.029582,104.7426,-276.2014,-165.8417,-147.4809,-0.046224,1.553543,0.149397,Pilot_Kitchen_laser/12/S004/trackers/VR_move_T009.csv,Pilot_Kitchen_laser/12/S004/trackers/Eye_gaze_T009.csv
Pilot_Kitchen_laser,12,4,10,1,10,122.3877,129.4962,5,K01,K01_L04,laser,0,0,0,0,Breadbasket,123.9982,356.5888,bunsinbasket,-1.087051,0.883797,1.18928,0.60304,67.68452,1.555164,-1.088983,0.950319,1.190754,0.301863,0.325402,0.296634,124.509,125.642,127.6523,128.4742,-1.035453,0.886198,1.148149,0,0,0,0.066029,0.051598,0.002401,-0.041131,67.69444,-0.60304,-67.68452,-1.555164,-0.106733,1.556248,0.109637,Pilot_Kitchen_laser/12/S004/trackers/VR_move_T010.csv,Pilot_Kitchen_laser/12/S004/trackers/Eye_gaze_T010.csv
