experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,trial_no,scene,target,response_mode,shift_x,shift_y,shift_z,view_rotation,preview_label,t_starting_pos,standing_y_rotation,target_label,target_pos_x,target_pos_y,target_pos_z,target_euler_x,target_euler_y,target_euler_z,target_bbox_center_x,target_bbox_center_y,target_bbox_center_z,target_bbox_size_x,target_bbox_size_y,target_bbox_size_z,t_scene_preview_start,t_scene_preview_end,t_response_start,t_response_end,response_pos_x_pivot,response_pos_y_pivot,response_pos_z_pivot,response_euler_x,response_euler_y,response_euler_z,tar_error_pos,tar_error_pos_x,tar_error_pos_y,tar_error_pos_z,response_bbox_center_x,response_bbox_center_y,response_bbox_center_z,tar_error_bbox,tar_error_bbox_x,tar_error_bbox_y,tar_error_bbox_z,tar_error_angle,tar_error_euler_x,tar_error_euler_y,tar_error_euler_z,standing_pos_x,standing_pos_y,standing_pos_z,VR_move_location_0,Eye_gaze_location_0
Pilot_Office_cube,19,1,1,1,1,48.84634,107.4398,1,O02,O02_L26,cube,0,0,0,180,Footstool,81.40585,180.2377,cushion,1.038984,0.001137,-0.711692,1.254726,143.4689,0.540435,1.041459,0.121186,-0.71313,0.77365,0.257415,0.774065,86.69972,96.13339,98.14383,106.4181,1.132063,-0.025035,-0.58066,339.3146,292.2724,357.5902,0.162843,0.093079,-0.026172,0.131031,1.149189,0.0217,-0.585403,0.194467,0.10773,-0.099486,0.127727,148.9007,338.0599,148.8035,357.0498,0.89232,0.694291,-0.54164,Pilot_Office_cube/19/S001/trackers/VR_move_T001.csv,Pilot_Office_cube/19/S001/trackers/Eye_gaze_T001.csv
Pilot_Office_cube,19,1,2,1,2,108.4504,127.9761,7,O02,O02_L18,cube,0,0,0,180,Helicopter,112.2491,183.397,helicopter,0.582935,0.518954,-1.327039,0,339.398,0,0.527807,0.624263,-1.343417,0.599171,0.211206,0.5392,112.7598,115.5033,117.5136,126.9542,0.620434,0.514369,-1.373648,359.1792,355.7267,359.8288,0.059996,0.037498,-0.004585,-0.046609,0.620636,0.564363,-1.374351,0.114726,0.092829,-0.0599,-0.030934,16.34885,359.1792,16.3287,359.8288,0.544449,1.090698,-1.020357,Pilot_Office_cube/19/S001/trackers/VR_move_T002.csv,Pilot_Office_cube/19/S001/trackers/Eye_gaze_T002.csv
Pilot_Office_cube,19,1,3,1,3,128.9867,152.7549,4,O02,O02_L09,cube,0,0,0,90,Flowers,132.9296,100.5701,flowers,1.650739,0.758584,0.010883,359.0852,152.7474,2.739967,1.662761,1.086827,-0.027271,0.470968,0.663228,0.589821,133.4405,136.4948,138.505,151.7331,1.685656,0.740239,0.002668,359.9028,7.243257,0.021072,0.04029,0.034917,-0.018346,-0.008214,1.685627,0.790239,0.002586,0.298964,0.022866,-0.296589,0.029857,145.5391,0.817535,-145.5042,-2.718896,1.303382,1.238938,0.126523,Pilot_Office_cube/19/S001/trackers/VR_move_T003.csv,Pilot_Office_cube/19/S001/trackers/Eye_gaze_T003.csv
Pilot_Office_cube,19,1,4,1,4,153.7655,177.6115,7,O02,O02_L18,cube,0,0,0,180,Helicopter,158.6304,182.1327,helicopter,0.582935,0.518954,-1.327039,0,339.398,0,0.527807,0.624263,-1.343417,0.599171,0.211206,0.5392,159.1412,161.1632,163.1731,176.5899,0.623192,0.522479,-1.38165,4.78953,345.1673,359.7616,0.067937,0.040257,0.003525,-0.054611,0.622325,0.572304,-1.377561,0.113133,0.094518,-0.051959,-0.034144,7.508527,4.78953,5.769257,359.7616,0.543308,1.002923,-1.031442,Pilot_Office_cube/19/S001/trackers/VR_move_T004.csv,Pilot_Office_cube/19/S001/trackers/Eye_gaze_T004.csv
Pilot_Office_cube,19,1,5,1,5,178.6224,209.1989,9,O02,O02_L05,cube,0,0,0,0,Telephone,185.986,1.926602,landline,-0.743321,0.696754,1.575369,0,211.359,0,-0.740645,0.79142,1.579673,0.272401,0.189332,0.235766,186.4968,190.0177,192.0282,208.1771,-0.704892,0.705931,1.564148,352.785,341.1209,0.582668,0.041072,0.038429,0.009177,-0.011221,-0.703341,0.755532,1.558042,0.056101,0.037303,-0.035888,-0.021631,129.9057,352.785,129.7619,0.582668,-0.589477,1.095898,1.159502,Pilot_Office_cube/19/S001/trackers/VR_move_T005.csv,Pilot_Office_cube/19/S001/trackers/Eye_gaze_T005.csv
Pilot_Office_cube,19,1,6,1,6,210.2095,233.1335,10,O02,O02_L06,cube,0,0,0,270,Lamp,213.9857,274.8262,desklamp,-1.794875,0.765892,0.397152,355.5128,118.53,358.3776,-1.759872,1.074492,0.504581,0.517692,0.639956,0.658181,214.4967,221.7494,223.7598,232.1119,-1.804718,0.77299,0.365662,359.0109,29.29297,1.50789,0.033748,-0.009843,0.007098,-0.031491,-1.806288,0.822965,0.365553,0.291117,-0.046416,-0.251527,-0.139028,89.18492,3.498108,-89.23705,-356.8697,-1.22071,1.522273,0.120573,Pilot_Office_cube/19/S001/trackers/VR_move_T006.csv,Pilot_Office_cube/19/S001/trackers/Eye_gaze_T006.csv
Pilot_Office_cube,19,1,7,1,7,234.1443,252.6034,8,O02,O02_L15,cube,0,0,0,90,Clock,238.2871,91.44424,tableclock,1.717249,0.741288,-0.381913,356.9992,269.6479,0.111573,1.697608,0.916266,-0.380892,0.237385,0.358919,0.224152,238.7978,242.2967,244.3069,251.5818,1.709816,0.745173,-0.460359,0.701532,11.5986,359.8707,0.078894,-0.007433,0.003886,-0.078447,1.71005,0.79517,-0.459782,0.145061,0.012442,-0.121097,-0.07889,101.9945,-356.2976,-258.0493,359.7591,1.315265,1.225888,-0.283923,Pilot_Office_cube/19/S001/trackers/VR_move_T007.csv,Pilot_Office_cube/19/S001/trackers/Eye_gaze_T007.csv
Pilot_Office_cube,19,1,8,1,8,253.6142,274.4613,9,O02,O02_L05,cube,0,0,0,0,Telephone,257.6459,2.168726,landline,-0.743321,0.696754,1.575369,0,211.359,0,-0.740645,0.79142,1.579673,0.272401,0.189332,0.235766,258.1569,261.0113,263.0216,273.4396,-0.71612,0.698578,1.572406,359.4808,334.52,0.007708,0.027423,0.027201,0.001824,-0.002964,-0.715932,0.748576,1.571994,0.050053,0.024713,-0.042844,-0.007679,123.1616,359.4808,123.161,0.007708,-0.540452,1.101099,1.196208,Pilot_Office_cube/19/S001/trackers/VR_move_T008.csv,Pilot_Office_cube/19/S001/trackers/Eye_gaze_T008.csv
Pilot_Office_cube,19,1,9,1,9,275.4721,293.898,9,O02,O02_L05,cube,0,0,0,0,Telephone,280.1146,5.980394,landline,-0.743321,0.696754,1.575369,0,211.359,0,-0.740645,0.79142,1.579673,0.272401,0.189332,0.235766,280.6256,283.6244,285.6347,292.876,-0.732457,0.701604,1.573667,359.8723,329.1143,2.728952,0.012018,0.010864,0.004849,-0.001703,-0.734443,0.751547,1.572349,0.041012,0.006201,-0.039873,-0.007324,117.778,359.8723,117.7553,2.728952,-0.551621,0.996189,1.162295,Pilot_Office_cube/19/S001/trackers/VR_move_T009.csv,Pilot_Office_cube/19/S001/trackers/Eye_gaze_T009.csv
Pilot_Office_cube,19,1,10,1,10,294.9086,328.3951,1,O02,O02_L26,cube,0,0,0,180,Footstool,300.4064,184.3736,cushion,1.038984,0.001137,-0.711692,1.254726,143.4689,0.540435,1.041459,0.121186,-0.71313,0.77365,0.257415,0.774065,300.9173,303.0942,305.1045,327.3844,1.079114,-0.024338,-0.678845,328.3574,295.9758,354.6465,0.057778,0.040131,-0.025475,0.032846,1.104636,0.018043,-0.686091,0.123939,0.063177,-0.103143,0.02704,152.1456,327.1026,152.5069,354.1061,0.538548,1.474258,-0.540591,Pilot_Office_cube/19/S001/trackers/VR_move_T010.csv,Pilot_Office_cube/19/S001/trackers/Eye_gaze_T010.csv
