time,head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,left_pos_x,left_pos_y,left_pos_z,left_rot_x,left_rot_y,left_rot_z,right_pos_x,right_pos_y,right_pos_z,right_rot_x,right_rot_y,right_rot_z,grab_force,grab,trigger
131.8841,0.052895,1.520816,0.063351,44.71371,176.6645,8.35579,0,0,0,0,0,0,-0.035625,0.851759,-0.04337,353.632,148.4631,3.682356,0,False,False
131.8955,0.050951,1.519719,0.065857,45.10108,176.7531,8.095343,0,0,0,0,0,0,-0.039256,0.849402,-0.039512,353.7715,149.0125,3.383987,0,False,False
131.9063,0.049073,1.518673,0.068654,45.572,176.8978,7.798214,0,0,0,0,0,0,-0.042863,0.847554,-0.035924,353.6955,149.5307,3.324908,0,False,False
131.9175,0.04721,1.517798,0.071499,46.08044,177.0928,7.550267,0,0,0,0,0,0,-0.046368,0.845941,-0.033019,353.6475,149.9858,3.490596,0,False,False
131.9285,0.045404,1.517059,0.074457,46.52199,177.3185,7.35073,0,0,0,0,0,0,-0.049216,0.844954,-0.031203,353.6151,150.3328,3.753511,0,False,False
131.9397,0.04361,1.516582,0.077353,46.9276,177.6067,7.224857,0,0,0,0,0,0,-0.052344,0.844249,-0.029763,353.5536,150.6961,3.948277,0,False,False
131.9508,0.041831,1.51626,0.080227,47.27652,177.8786,7.150104,0,0,0,0,0,0,-0.055125,0.843937,-0.028481,353.5091,151.1227,4.146184,0,False,False
131.9619,0.040124,1.516178,0.08324,47.54427,178.1438,7.137167,0,0,0,0,0,0,-0.057272,0.844733,-0.029109,353.473,151.6541,4.270603,0,False,False
131.9732,0.038452,1.516201,0.086223,47.76187,178.4306,7.148771,0,0,0,0,0,0,-0.059508,0.846748,-0.030887,353.2952,152.3253,4.139903,0,False,False
131.984,0.036804,1.51622,0.089146,47.9215,178.697,7.156856,0,0,0,0,0,0,-0.061506,0.849455,-0.03303,352.9629,153.0026,3.987264,0,False,False
131.9952,0.035138,1.516365,0.092064,47.98122,178.9661,7.127327,0,0,0,0,0,0,-0.063545,0.854384,-0.036891,352.1133,153.8261,3.736323,0,False,False
132.0063,0.033429,1.516536,0.09491,48.04596,179.2428,7.039263,0,0,0,0,0,0,-0.06532,0.861035,-0.041295,350.8088,154.6597,3.562601,0,False,False
132.0174,0.031799,1.516859,0.09791,48.07784,179.5446,6.871665,0,0,0,0,0,0,-0.066777,0.867684,-0.046007,349.4544,155.4145,3.456145,0,False,False
132.0285,0.030147,1.517151,0.100865,48.11259,179.8286,6.650785,0,0,0,0,0,0,-0.068232,0.877273,-0.051967,347.4929,156.0851,3.357306,0,False,False
132.0397,0.028503,1.51751,0.10383,48.07462,180.1098,6.379679,0,0,0,0,0,0,-0.069159,0.887537,-0.058798,345.4317,156.6121,3.299553,0,False,False
132.0508,0.026948,1.517896,0.106787,48.05252,180.3805,6.104691,0,0,0,0,0,0,-0.070444,0.898777,-0.066058,343.382,157.0862,3.230228,0,False,False
132.0618,0.025376,1.518168,0.109616,47.97794,180.6456,5.794979,0,0,0,0,0,0,-0.071651,0.91009,-0.073444,341.412,157.5338,3.166328,0,False,False
132.0729,0.023818,1.51839,0.112531,47.91077,180.9407,5.500661,0,0,0,0,0,0,-0.072734,0.923122,-0.081592,339.2751,158.0637,3.107895,0,False,False
132.084,0.022213,1.518557,0.115275,47.90457,181.2803,5.237196,0,0,0,0,0,0,-0.074274,0.935933,-0.089522,337.1842,158.7,3.045334,0,False,False
132.0951,0.02069,1.518575,0.118106,47.92819,181.6952,4.997396,0,0,0,0,0,0,-0.075633,0.950082,-0.098289,335.0784,159.4259,3.136111,0,False,False
132.1062,0.019223,1.518431,0.120903,48.00129,182.1377,4.769899,0,0,0,0,0,0,-0.077245,0.965382,-0.107069,332.8868,160.2675,3.255023,0,False,False
132.1175,0.01777,1.518235,0.123785,48.13441,182.6316,4.558128,0,0,0,0,0,0,-0.078907,0.981044,-0.115871,330.662,161.1407,3.243806,0,False,False
132.1284,0.016347,1.518063,0.126711,48.31697,183.1272,4.339621,0,0,0,0,0,0,-0.080757,0.998942,-0.124687,328.2776,162.0688,3.097743,0,False,False
132.1395,0.015038,1.517765,0.12959,48.53895,183.6833,4.168554,0,0,0,0,0,0,-0.082878,1.017183,-0.132784,325.8043,163.014,2.807235,0,False,False
132.1507,0.013753,1.517432,0.132427,48.72494,184.1882,4.0052,0,0,0,0,0,0,-0.085038,1.037934,-0.140246,322.9791,164.0633,2.545718,0,False,False
132.1619,0.012541,1.516994,0.134985,48.88832,184.7362,3.900784,0,0,0,0,0,0,-0.0872,1.057506,-0.147545,320.3513,165.1342,2.152682,0,False,False
132.1729,0.011452,1.516585,0.137417,49.04062,185.2481,3.792295,0,0,0,0,0,0,-0.089391,1.078555,-0.153969,317.6332,166.2957,1.537442,0,False,False
132.184,0.010451,1.516075,0.13978,49.17139,185.7569,3.700464,0,0,0,0,0,0,-0.091611,1.098276,-0.159713,315.115,167.4055,0.908078,0,False,False
132.1952,0.009549,1.515464,0.14193,49.33305,186.2735,3.627052,0,0,0,0,0,0,-0.093655,1.120187,-0.16462,312.4117,168.5663,0.125588,0,False,False
132.2062,0.008717,1.514741,0.143984,49.52083,186.777,3.550773,0,0,0,0,0,0,-0.095768,1.142163,-0.16853,309.7343,169.6761,359.3159,0,False,False
132.2173,0.00806,1.513843,0.145904,49.72627,187.2439,3.436851,0,0,0,0,0,0,-0.097906,1.164531,-0.17153,307.0346,170.7911,358.4585,0,False,False
132.2285,0.007414,1.512886,0.147769,49.96067,187.6918,3.32961,0,0,0,0,0,0,-0.099433,1.186478,-0.173442,304.3406,171.9019,357.4185,0,False,False
132.2395,0.006875,1.511806,0.14946,50.18912,188.1166,3.210237,0,0,0,0,0,0,-0.101394,1.207372,-0.174786,301.7701,173.1357,356.1622,0,False,False
132.2505,0.006457,1.510692,0.150877,50.43617,188.5333,3.107848,0,0,0,0,0,0,-0.102938,1.228979,-0.174716,299.027,174.2194,354.7374,0,False,False
132.2617,0.006011,1.509681,0.152087,50.6866,188.9446,3.004094,0,0,0,0,0,0,-0.104854,1.250019,-0.174537,296.3171,175.548,353.2194,0,False,False
132.2729,0.005729,1.508743,0.153241,50.98985,189.3477,2.904929,0,0,0,0,0,0,-0.106205,1.270297,-0.172593,293.6024,176.6464,351.9658,0,False,False
132.2839,0.005454,1.507872,0.154375,51.28539,189.7594,2.832432,0,0,0,0,0,0,-0.107466,1.28895,-0.169823,291.0939,177.7185,350.8914,0,False,False
132.2951,0.005275,1.507063,0.155383,51.55425,190.1425,2.723992,0,0,0,0,0,0,-0.108826,1.307128,-0.16683,288.5909,178.847,349.9342,0,False,False
132.3061,0.005163,1.506285,0.156337,51.76644,190.5444,2.635306,0,0,0,0,0,0,-0.109612,1.323948,-0.163087,286.226,180.2359,348.8613,0,False,False
132.3174,0.005167,1.505567,0.157114,51.94672,190.9434,2.526619,0,0,0,0,0,0,-0.110555,1.339674,-0.159379,284.0959,181.9495,347.4744,0,False,False
