time,ori_x,ori_y,ori_z,dir_x,dir_y,dir_z,gaze_x,gaze_y,gaze_z,gaze_object,pupil_l,pupil_r
581.8946,0.020794,-0.003851,-0.020786,0.347595,-0.240189,0.906342,-0.004346,0,-0.108172,Ground,3.218719,3.150696
581.9061,0.029251,-0.003548,-0.020856,0.367233,-0.233856,0.900238,0.04224,0,-0.119493,Ground,3.0522,3.046722
581.9167,0.029761,-0.003345,-0.021379,0.350662,-0.241348,0.904862,0.014237,0,-0.133369,Ground,3.069839,3.162323
581.928,0.029761,-0.003345,-0.021379,0.350662,-0.241348,0.904862,0.020584,0,-0.145019,Ground,3.069839,3.162323
581.9391,0.027361,-0.00339,-0.021388,0.335922,-0.23056,0.913223,0.008925,0,-0.129754,Ground,3.21283,3.06749
581.9501,0.000163,-0.004058,-0.021759,0.267273,-0.255676,0.929062,-0.114716,0,-0.136424,Ground,2.890289,3.03302
581.9613,-0.02455,-0.004885,-0.021364,0.229614,-0.267044,0.935913,-0.174236,0,-0.139523,Ground,3.035919,2.928162
581.9724,-0.02455,-0.004885,-0.021364,0.229614,-0.267044,0.935913,-0.167982,0,-0.147158,Ground,3.035919,2.928162
581.9835,-0.026393,-0.005128,-0.02079,0.244537,-0.250107,0.936813,-0.127224,0,-0.137941,Ground,3.100754,3.124268
581.9946,-0.029306,-0.004614,-0.022587,0.236572,-0.253281,0.938004,-0.134667,0,-0.144458,Ground,3.132446,3.058868
582.0057,-0.029306,-0.004614,-0.022587,0.236572,-0.253281,0.938004,-0.127372,0,-0.151493,Ground,3.132446,3.058868
582.0167,-0.029994,-0.004493,-0.022993,0.233765,-0.244751,0.940979,-0.11712,0,-0.142934,Ground,3.147202,3.075912
582.028,-0.029915,-0.004803,-0.021925,0.24527,-0.227432,0.942383,-0.07694,0,-0.132082,Ground,3.132416,3.007462
582.0389,-0.029654,-0.004938,-0.021435,0.247925,-0.245071,0.937256,-0.079579,0,-0.167308,Ground,3.183456,2.788086
582.0501,-0.029654,-0.004938,-0.021435,0.247925,-0.245071,0.937256,-0.0702,0,-0.173166,Ground,3.183456,2.788086
582.0613,-0.020353,-0.004455,-0.021837,0.254578,-0.227814,0.939835,-0.035361,0,-0.158967,Ground,3.184601,2.942825
