experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,trial_no,scene,target,response_mode,shift_x,shift_y,shift_z,view_rotation,preview_label,t_starting_pos,standing_y_rotation,target_label,target_pos_x,target_pos_y,target_pos_z,target_euler_x,target_euler_y,target_euler_z,target_bbox_center_x,target_bbox_center_y,target_bbox_center_z,target_bbox_size_x,target_bbox_size_y,target_bbox_size_z,t_scene_preview_start,t_scene_preview_end,t_response_start,t_response_end,response_pos_x_pivot,response_pos_y_pivot,response_pos_z_pivot,response_euler_x,response_euler_y,response_euler_z,tar_error_pos,tar_error_pos_x,tar_error_pos_y,tar_error_pos_z,response_bbox_center_x,response_bbox_center_y,response_bbox_center_z,tar_error_bbox,tar_error_bbox_x,tar_error_bbox_y,tar_error_bbox_z,tar_error_angle,tar_error_euler_x,tar_error_euler_y,tar_error_euler_z,standing_pos_x,standing_pos_y,standing_pos_z,VR_move_location_0,Eye_gaze_location_0
Pilot_Kitchen_cube,18,1,1,1,1,23.87767,124.4089,8,K01,K01_L13,cube,0,0,0,0,Cutting Board,48.43957,359.8264,cuttingboard,-1.437559,0.891825,1.196799,272.964,60.09008,300.075,-1.436887,0.906805,1.197186,0.245887,0.05029,0.364747,49.94043,98.69727,100.7074,123.3872,-1.415221,0.888253,1.142565,359.7488,355.4794,359.699,0.058763,0.022338,-0.003572,-0.054234,-1.414942,0.938252,1.142367,0.0669,0.021945,0.031447,-0.054819,88.50335,86.78482,295.3893,59.62396,-0.028757,1.494853,0.056143,Pilot_Kitchen_cube/18/S001/trackers/VR_move_T001.csv,Pilot_Kitchen_cube/18/S001/trackers/Eye_gaze_T001.csv
Pilot_Kitchen_cube,18,1,2,1,2,125.413,152.1801,6,K01,K01_L07,cube,0,0,0,270,Espresso Machine,135.3201,272.0362,coffeemaker,-1.82445,0.880285,-0.854397,358.1284,90.56697,358.8811,-1.764189,1.051043,-0.853803,0.345148,0.352667,0.277094,135.831,141.9399,143.9501,151.1583,-1.837366,0.889361,-0.85593,1.96603,359.49,7.795584,0.01586,-0.012916,0.009076,-0.001533,-1.844163,0.93887,-0.854291,0.137764,-0.079974,-0.112173,-0.000488,91.48659,-356.1624,268.923,-351.0855,-0.07273,1.494737,0.060394,Pilot_Kitchen_cube/18/S001/trackers/VR_move_T002.csv,Pilot_Kitchen_cube/18/S001/trackers/Eye_gaze_T002.csv
Pilot_Kitchen_cube,18,1,3,1,3,153.1907,192.1861,4,K01,K01_L09,cube,0,0,0,90,Plate,160.2212,89.41034,tablesetting,1.346949,0.883812,0.447195,1.149957,175.9449,2.014389,1.376723,0.896645,0.467217,0.431217,0.056127,0.360425,160.7321,183.0342,185.0446,191.1644,1.297274,0.875247,0.462343,359.4701,353.6404,347.9229,0.052635,-0.049675,-0.008565,0.015148,1.307721,0.924138,0.463052,0.074394,-0.069002,0.027493,-0.004165,177.7892,358.3202,177.6955,345.9084,0.112727,1.473216,0.090985,Pilot_Kitchen_cube/18/S001/trackers/VR_move_T003.csv,Pilot_Kitchen_cube/18/S001/trackers/Eye_gaze_T003.csv
Pilot_Kitchen_cube,18,1,4,1,4,193.1969,204.1813,9,K01,K01_L12,cube,0,0,0,0,Banana,195.4848,359.3022,banana,0.050392,0.908097,1.171279,276.2014,165.8417,147.4809,0.03991,0.907322,1.177484,0.224758,0.057988,0.228644,195.9957,197.2063,199.2167,203.1595,0.068984,0.881398,1.177225,3.227198,9.137782,3.672825,0.033073,0.018592,-0.026699,0.005946,0.066268,0.931216,1.180507,0.035705,0.026358,0.023895,0.003023,112.3746,-272.9742,-156.7039,-143.8081,-0.106932,1.493157,0.216055,Pilot_Kitchen_cube/18/S001/trackers/VR_move_T004.csv,Pilot_Kitchen_cube/18/S001/trackers/Eye_gaze_T004.csv
Pilot_Kitchen_cube,18,1,5,1,5,205.1919,222.6849,1,K01,K01_L05,cube,0,0,0,180,Plant,209.6569,177.7849,plant,0.740949,0.010997,-1.475805,357.0071,116.5166,356.3118,0.689599,0.494938,-1.514348,1.09479,0.991716,0.990528,210.1677,211.6006,213.6108,221.6632,0.742891,0.025108,-1.442205,353.0806,353.5037,354.5094,0.036494,0.001943,0.014111,0.0336,0.748323,0.074516,-1.447621,0.429715,0.058725,-0.420421,0.066727,123.2127,-3.926514,236.9871,-1.802429,0.055298,1.465896,-0.394252,Pilot_Kitchen_cube/18/S001/trackers/VR_move_T005.csv,Pilot_Kitchen_cube/18/S001/trackers/Eye_gaze_T005.csv
Pilot_Kitchen_cube,18,1,6,1,6,223.6955,238.6562,9,K01,K01_L12,cube,0,0,0,0,Banana,228.5493,358.9526,banana,0.050392,0.908097,1.171279,276.2014,165.8417,147.4809,0.03991,0.907322,1.177484,0.224758,0.057988,0.228644,229.0601,230.2264,232.2366,237.6345,0.081038,0.880509,1.169033,0.711722,5.405777,0.561266,0.041295,0.030645,-0.027588,-0.002246,0.080609,0.930503,1.169697,0.047481,0.040699,0.023181,-0.007787,107.5864,-275.4897,-160.436,-146.9196,-0.059881,1.508813,0.08738,Pilot_Kitchen_cube/18/S001/trackers/VR_move_T006.csv,Pilot_Kitchen_cube/18/S001/trackers/Eye_gaze_T006.csv
Pilot_Kitchen_cube,18,1,7,1,7,239.6669,251.7732,9,K01,K01_L12,cube,0,0,0,0,Banana,241.9993,359.1283,banana,0.050392,0.908097,1.171279,276.2014,165.8417,147.4809,0.03991,0.907322,1.177484,0.224758,0.057988,0.228644,242.5103,243.4765,245.4869,250.7515,0.089742,0.886764,1.159187,359.7679,4.442673,1.955052,0.046365,0.03935,-0.021333,-0.012092,0.088026,0.936734,1.159118,0.05931,0.048116,0.029413,-0.018367,106.9528,83.56653,-161.3991,-145.5259,-0.013699,1.507641,0.093622,Pilot_Kitchen_cube/18/S001/trackers/VR_move_T007.csv,Pilot_Kitchen_cube/18/S001/trackers/Eye_gaze_T007.csv
Pilot_Kitchen_cube,18,1,8,1,8,252.7839,268.5774,1,K01,K01_L05,cube,0,0,0,180,Plant,256.3714,179.0616,plant,0.740949,0.010997,-1.475805,357.0071,116.5166,356.3118,0.689599,0.494938,-1.514348,1.09479,0.991716,0.990528,256.8822,258.5705,260.5808,267.5557,0.75546,-0.006225,-1.508298,346.9702,357.2506,355.8867,0.039535,0.014512,-0.017222,-0.032493,0.759582,0.042362,-1.519357,0.457982,0.069984,-0.452575,-0.005009,119.5829,-10.03699,240.734,-0.425079,0.012299,1.435371,-0.519235,Pilot_Kitchen_cube/18/S001/trackers/VR_move_T008.csv,Pilot_Kitchen_cube/18/S001/trackers/Eye_gaze_T008.csv
Pilot_Kitchen_cube,18,1,9,1,9,269.5881,284.4156,6,K01,K01_L07,cube,0,0,0,270,Espresso Machine,272.6648,270.3446,coffeemaker,-1.82445,0.880285,-0.854397,358.1284,90.56697,358.8811,-1.764189,1.051043,-0.853803,0.345148,0.352667,0.277094,273.1757,275.3861,277.3962,283.3939,-1.83999,0.881724,-0.851673,1.444575,359.0924,5.681657,0.015843,-0.01554,0.001439,0.002725,-1.844959,0.931462,-0.850497,0.144341,-0.08077,-0.11958,0.003306,91.69232,-356.6838,268.5255,-353.1995,-1.021472,1.450662,-0.522873,Pilot_Kitchen_cube/18/S001/trackers/VR_move_T009.csv,Pilot_Kitchen_cube/18/S001/trackers/Eye_gaze_T009.csv
Pilot_Kitchen_cube,18,1,10,1,10,285.4263,304.3298,2,K01,K01_L25,cube,0,0,0,90,Painting,290.1244,90.00255,picture,1.870949,1.47049,0.304973,0,270,0,1.857929,1.846447,0.356637,0.02604,0.516962,0.933721,290.6353,294.2116,296.222,303.3079,1.898926,1.858297,0.323107,8.94594,357.5515,57.2385,0.389237,0.027977,0.387807,0.018134,1.856738,1.885025,0.325514,0.049581,-0.001191,0.038577,-0.031123,97.74332,8.94594,87.55145,57.2385,0.625329,1.485041,-0.03104,Pilot_Kitchen_cube/18/S001/trackers/VR_move_T010.csv,Pilot_Kitchen_cube/18/S001/trackers/Eye_gaze_T010.csv
